Re,Rx2,Ry2,Rz2
2.0615528128088303,2.25,1.0,1
3.3541019662496847,1,6.25,4
2.23606797749979,4,0.0,1
7.280109889280518,36,16,1
7.697402159170326,1,42.25,16
4.031128874149275,0,4,12.25
7.648529270389178,42.25,12.25,4
4.123105625617661,1,16,0
8.972179222463181,4,20.25,56.25
3.0,4.0,1.0,4
3.3541019662496847,1.0,6.25,4
6.59545297913646,12.25,30.25,1
1.7320508075688772,1,1.0,1
5.766281297335398,20.25,9,4
3.905124837953327,6.25,9,0
3.905124837953327,6.25,0,9.0
3.3166247903554,1,1,9
5.244044240850758,20.25,6.25,1
2.9154759474226504,2.25,0.0,6.25
2.23606797749979,4,1,0.0
4.358898943540674,9,9.0,1
5.744562646538029,1,16.0,16
4.8218253804964775,16,6.25,1
5.049752469181039,12.25,12.25,1
3.5,0,12.25,0
4.123105625617661,1,0,16
5.244044240850758,1,6.25,20.25
3.905124837953327,0,6.25,9
6.59545297913646,30.25,12.25,1
2.23606797749979,4,0.0,1
4.743416490252569,6.25,4,12.25
7.713624310270756,2.25,1,56.25
3.0,0,9,0
4.58257569495584,4.0,1,16
3.5,2.25,9,1
5.678908345800274,12.25,16,4
