Re,Rx2,Ry2,Rz2
5.0,16,9,0
7.566372975210778,1,20.25,36
5.244044240850758,6.25,20.25,1
5.678908345800274,12.25,16,4
7.697402159170326,42.25,1,16
7.14142842854285,25,1,25
3.5,12.25,0,0
4.636809247747852,6.25,9,6.25
6.5383484153110105,6.25,30.25,6.25
3.2015621187164243,4,2.25,4
3.2015621187164243,4,4,2.25
4.743416490252569,12.25,6.25,4
3.0,4,1,4
4.123105625617661,4.0,4,9
1.7320508075688772,1,1,1
8.789197915623474,72.25,4,1.0
3.605551275463989,9,4,0
1.0,0.0,0.0,1.0
5.678908345800274,30.25,1,1
2.23606797749979,0.0,1,4
3.0,0,0,9
9.1104335791443,1,1,81
4.123105625617661,1,0,16
6.4031242374328485,0,25,16
5.678908345800274,12.25,4,16
3.905124837953327,0.0,6.25,9
3.5,1,9,2.25
2.23606797749979,1.0,4,0
5.049752469181039,12.25,12.25,1.0
2.23606797749979,0,4,1
3.774917217635375,1,12.25,1
4.123105625617661,1,0,16
1.7320508075688772,1.0,1,1
5.024937810560445,1.0,20.25,4
3.5355339059327378,2.25,6.25,4
4.58257569495584,1,16,4
