Re,Rx2,Ry2,Rz2
4.123105625617661,1,16,0
6.4031242374328485,9,16,16
5.678908345800274,12.25,16.0,4
10.51189802081432,0,20.25,90.25
4.387482193696061,6.25,4,9
6.041522986797286,12.25,20.25,4
3.0,1,4.0,4
3.3541019662496847,1.0,6.25,4
3.9370039370059056,1,2.25,12.25
6.041522986797286,20.25,12.25,4
2.23606797749979,1.0,4,0.0
3.905124837953327,6.25,0,9
5.678908345800274,16,12.25,4
6.041522986797286,6.25,0.0,30.25
5.315072906367325,0,12.25,16
3.0,1,4,4
3.3166247903554,1,1.0,9.0
4.716990566028302,12.25,1,9
3.0,0,9.0,0
5.744562646538029,4,25,4
9.447221813845593,16,72.25,1
3.0,1,4,4
5.916079783099616,25,1.0,9
3.3166247903554,1,9,1
2.23606797749979,1,0,4
5.744562646538029,16,1.0,16
5.024937810560445,20.25,1,4
3.605551275463989,0,4,9
5.024937810560445,1,20.25,4
5.196152422706632,9,9,9
4.123105625617661,0,1,16
4.387482193696061,4.0,6.25,9
3.3166247903554,1,1,9
5.958187643906492,9,6.25,20.25
2.692582403567252,1,0,6.25
6.5383484153110105,2.25,20.25,20.25
