Re,Rx2,Ry2,Rz2
4.5,12.25,4,4
4.716990566028302,9,12.25,1
2.23606797749979,4,0,1
3.3166247903554,1,9,1
4.716990566028302,4.0,2.25,16
4.5,4.0,4,12.25
3.3166247903554,1,9,1
3.0,0,9,0
2.692582403567252,6.25,0.0,1.0
2.23606797749979,0,4,1
2.23606797749979,1,4,0.0
9.069178573608527,56.25,1,25
1.0,0.0,0.0,1
3.0,0,9,0
2.692582403567252,6.25,1,0
5.5901699437494745,6.25,9,16
3.774917217635375,1.0,12.25,1
4.5,4,12.25,4
3.3166247903554,1,9,1
5.385164807134504,16,4,9
5.049752469181039,12.25,12.25,1
2.23606797749979,4,1.0,0
4.123105625617661,1,0,16
5.024937810560445,20.25,1,4
4.743416490252569,0,2.25,20.25
2.23606797749979,0,1,4
5.744562646538029,4,25.0,4
5.315072906367325,0,12.25,16
3.3541019662496847,4,1,6.25
1.7320508075688772,1.0,1,1
4.031128874149275,12.25,4.0,0
2.23606797749979,0,1.0,4
3.0,0.0,0,9
3.605551275463989,9,4,0
5.678908345800274,1,30.25,1
3.605551275463989,0,4.0,9.0
