Re,Rx2,Ry2,Rz2
4.949747468305833,6.25,2.25,16
2.5,4,2.25,0
5.787918451395113,12.25,9,12.25
4.031128874149275,4,12.25,0
3.605551275463989,4,0,9
4.6097722286464435,0,20.25,1
6.59545297913646,12.25,30.25,1
5.937171043518958,4,6.25,25
5.0,0,9,16
4.358898943540674,9,9,1
3.0,4,1.0,4
3.605551275463989,9,4.0,0
5.766281297335398,20.25,9.0,4
5.744562646538029,25,4,4
5.873670062235365,12.25,6.25,16
3.0,1.0,4,4
2.23606797749979,1,0,4
3.3541019662496847,1.0,6.25,4
3.905124837953327,0.0,6.25,9
5.0,16,0,9
3.605551275463989,9,0,4.0
2.692582403567252,6.25,0,1.0
3.3166247903554,1,1,9
5.431390245600108,2.25,2.25,25
6.041522986797286,12.25,20.25,4
6.708203932499369,25.0,4,16
5.049752469181039,12.25,12.25,1
2.23606797749979,1,0,4
4.58257569495584,4.0,16.0,1
5.1478150704935,2.25,4,20.25
6.041522986797286,30.25,0,6.25
6.363961030678928,30.25,4,6.25
3.3166247903554,1,9,1
4.031128874149275,12.25,4.0,0
7.245688373094719,6.25,30.25,16
3.5355339059327378,4,6.25,2.25
