Re,Rx2,Ry2,Rz2
5.408326913195984,9,20.25,0
3.5355339059327378,6.25,2.25,4.0
9.513148795220223,12.25,42.25,36
6.34428877022476,1.0,30.25,9
2.23606797749979,1,0.0,4
3.5,0.0,12.25,0
3.2015621187164243,4,4,2.25
2.0615528128088303,2.25,1,1
7.035623639735144,6.25,42.25,1
5.196152422706632,1,1,25
4.743416490252569,6.25,12.25,4
4.358898943540674,9,1,9
3.605551275463989,9,4,0.0
5.744562646538029,1,16,16
6.2048368229954285,2.25,20.25,16
4.716990566028302,1,12.25,9
5.196152422706632,1,25,1
4.58257569495584,1,16,4
3.5,1.0,2.25,9
3.3166247903554,9,1,1
5.408326913195984,20.25,0,9
3.3166247903554,1,1,9.0
4.6097722286464435,0,20.25,1
4.716990566028302,12.25,1.0,9
4.6097722286464435,1,0.0,20.25
5.244044240850758,6.25,20.25,1
3.3166247903554,1.0,1,9
9.40744386111339,30.25,42.25,16
6.103277807866851,16,20.25,1
3.0,4,4,1
6.4031242374328485,1.0,4,36
5.315072906367325,2.25,25,1
2.692582403567252,0,1,6.25
4.123105625617661,16,1,0
3.605551275463989,0,4,9
1.7320508075688772,1,1,1.0
