x,y,z
1,5,16
0,5,16
0,6,16
6,6,16
6,6,17
6,6,16
0,6,16
0,6,17
0,0,17
0,1,17
0,0,17
0,0,16
0,6,16
0,5,16
6,5,16
6,5,15
6,5,16
0,5,16
0,4,16
0,4,17
5,6,7
5,0,7
5,0,6
4,0,6
4,0,7
3,0,7
3,6,7
2,6,7
2,5,7
3,5,7
3,5,8
4,5,8
4,5,7
3,5,7
3,5,6
3,5,5
3,5,4
3,5,3
3,5,4
3,5,3
6,2,17
0,2,17
6,2,17
6,2,16
0,2,16
0,3,16
0,3,15
0,2,15
0,2,16
0,3,16
0,2,16
6,2,16
5,2,16
4,2,16
4,1,16
3,1,16
3,0,16
4,0,16
5,0,16
4,0,16
5,3,7
5,3,6
5,4,6
6,4,6
6,5,6
5,5,6
6,5,6
6,4,6
6,4,7
6,4,6
6,4,7
0,4,7
0,5,7
0,4,7
0,4,8
0,5,8
0,4,8
0,3,8
0,4,8
0,4,7
1,0,12
1,0,13
2,0,13
2,0,12
1,0,12
0,0,12
0,0,13
0,1,13
0,0,13
0,1,13
0,0,13
0,0,12
0,0,13
1,0,13
1,0,14
0,0,14
0,0,13
0,1,13
6,1,13
6,2,13
0,1,17
0,1,16
0,1,17
0,1,18
1,1,18
1,0,18
1,1,18
0,1,18
0,1,17
6,1,17
6,2,17
6,1,17
6,2,17
6,2,18
6,2,17
0,2,17
0,1,17
6,1,17
6,1,16
6,1,15
0,2,14
1,2,14
1,1,14
0,1,14
0,2,14
0,3,14
0,2,14
0,2,15
0,2,14
0,1,14
6,1,14
6,1,13
5,1,13
4,1,13
3,1,13
4,1,13
3,1,13
3,1,12
3,0,12
3,6,12
5,1,16
5,1,17
5,1,16
5,1,15
4,1,15
4,0,15
3,0,15
2,0,15
2,0,14
2,0,13
2,0,12
3,0,12
2,0,12
2,1,12
2,1,11
3,1,11
3,2,11
3,2,12
3,3,12
3,4,12
4,2,4
4,2,3
3,2,3
2,2,3
2,1,3
2,0,3
2,0,4
2,1,4
3,1,4
3,1,3
4,1,3
3,1,3
4,1,3
4,2,3
3,2,3
3,2,2
2,2,2
2,2,3
1,2,3
1,2,2
4,3,3
4,3,4
3,3,4
3,2,4
4,2,4
5,2,4
5,2,5
4,2,5
4,2,4
4,3,4
4,3,3
4,3,2
4,4,2
4,3,2
4,4,2
3,4,2
3,3,2
2,3,2
2,2,2
1,2,2
2,0,13
2,0,14
2,0,15
1,0,15
1,1,15
1,0,15
1,0,16
0,0,16
6,0,16
0,0,16
0,0,15
0,1,15
0,2,15
0,2,16
0,2,15
0,2,14
0,2,15
0,2,14
0,2,13
0,2,14
6,5,14
5,5,14
5,4,14
6,4,14
0,4,14
6,4,14
6,4,13
6,4,12
6,4,11
0,4,11
0,5,11
0,4,11
1,4,11
2,4,11
1,4,11
1,4,10
1,4,9
1,4,8
0,4,8
0,4,9
5,5,16
5,5,15
4,5,15
4,5,14
4,6,14
4,6,15
5,6,15
5,5,15
5,4,15
5,5,15
4,5,15
5,5,15
5,6,15
5,0,15
5,6,15
5,0,15
4,0,15
5,0,15
5,1,15
5,2,15
0,6,3
6,6,3
6,6,2
6,5,2
6,5,3
6,6,3
5,6,3
5,5,3
5,6,3
5,6,4
5,0,4
5,0,3
5,0,2
5,0,1
6,0,1
0,0,1
1,0,1
1,0,2
1,0,3
1,1,3
5,3,15
4,3,15
4,3,16
4,3,17
4,4,17
3,4,17
3,3,17
3,4,17
3,4,16
3,4,15
3,4,14
2,4,14
2,4,15
2,5,15
2,5,16
2,4,16
1,4,16
1,4,17
0,4,17
6,4,17
4,1,2
4,0,2
4,1,2
4,1,1
5,1,1
5,0,1
6,0,1
0,0,1
0,6,1
0,0,1
1,0,1
2,0,1
1,0,1
1,0,0
2,0,0
1,0,0
1,6,0
1,6,19
1,6,18
1,6,17
1,3,19
2,3,19
3,3,19
4,3,19
4,4,19
4,3,19
5,3,19
5,3,0
5,2,0
5,3,0
6,3,0
5,3,0
5,3,19
4,3,19
4,3,0
4,4,0
5,4,0
5,3,0
5,3,1
6,3,1
6,1,7
6,1,6
5,1,6
5,2,6
5,2,7
5,2,8
5,1,8
5,1,7
5,1,6
6,1,6
6,1,7
6,0,7
0,0,7
0,0,8
6,0,8
6,0,9
6,0,8
0,0,8
0,6,8
0,5,8
1,2,12
0,2,12
6,2,12
0,2,12
0,2,11
0,3,11
0,3,10
0,2,10
0,2,9
0,1,9
0,0,9
6,0,9
0,0,9
0,0,10
6,0,10
6,0,11
5,0,11
5,1,11
5,1,12
5,1,13
6,2,3
6,1,3
6,2,3
0,2,3
0,2,4
6,2,4
0,2,4
0,2,5
0,2,4
1,2,4
1,3,4
1,3,3
1,4,3
1,4,4
2,4,4
1,4,4
1,4,5
1,5,5
2,5,5
2,5,6
5,6,4
6,6,4
6,6,3
6,6,2
6,6,1
0,6,1
6,6,1
6,5,1
6,5,0
6,6,0
5,6,0
4,6,0
4,6,19
4,6,0
4,6,1
4,6,2
3,6,2
3,5,2
4,5,2
4,6,2
6,6,18
5,6,18
6,6,18
0,6,18
0,0,18
1,0,18
1,0,19
1,1,19
1,0,19
0,0,19
0,6,19
0,0,19
1,0,19
1,1,19
2,1,19
2,1,0
2,1,1
2,0,1
2,0,2
2,0,3
6,2,15
6,1,15
6,2,15
0,2,15
0,1,15
0,1,16
0,2,16
1,2,16
1,2,15
1,3,15
1,3,16
0,3,16
0,3,17
0,2,17
0,2,18
0,2,17
6,2,17
5,2,17
5,3,17
5,3,16
6,3,7
6,3,8
6,2,8
6,2,7
0,2,7
1,2,7
1,2,8
2,2,8
1,2,8
1,2,9
1,1,9
0,1,9
0,1,10
6,1,10
5,1,10
5,1,11
5,2,11
4,2,11
5,2,11
5,1,11
1,3,7
1,2,7
1,2,6
1,3,6
0,3,6
0,2,6
0,3,6
0,3,7
6,3,7
5,3,7
6,3,7
6,2,7
6,3,7
6,3,8
6,4,8
6,3,8
6,3,7
6,4,7
6,4,6
6,4,7
2,0,17
2,0,16
3,0,16
3,0,17
2,0,17
2,0,16
2,6,16
2,5,16
2,5,15
2,5,16
1,5,16
1,5,15
1,4,15
1,4,14
1,5,14
1,6,14
1,6,13
1,5,13
1,5,14
1,6,14
2,3,16
2,3,17
2,3,16
2,3,15
2,3,14
2,3,13
1,3,13
1,4,13
0,4,13
6,4,13
6,4,14
0,4,14
0,4,15
6,4,15
5,4,15
5,5,15
5,5,16
5,5,15
5,5,14
4,5,14
1,2,12
1,3,12
1,3,11
1,3,10
2,3,10
2,4,10
2,5,10
2,4,10
2,3,10
2,3,9
2,2,9
2,3,9
2,2,9
2,2,10
2,2,9
2,2,10
2,2,9
1,2,9
0,2,9
6,2,9
3,2,19
3,2,0
2,2,0
2,1,0
1,1,0
1,1,19
1,1,18
1,1,17
2,1,17
2,1,16
2,1,17
1,1,17
1,0,17
1,0,18
1,1,18
1,1,17
1,1,18
1,1,17
1,0,17
1,1,17
4,1,4
5,1,4
4,1,4
5,1,4
5,2,4
5,2,3
5,1,3
