c,x,y,z
0,1.28799,5.33671,3.49484
1,6.64548,4.41024,1.91345
2,2.75475,1.85151,9.41093
3,3.75222,1.4189,12.04365
4,4.30338,4.18663,8.83981
5,3.21787,0.83711,16.92529
6,4.94739,0.22542,7.65228
7,3.0,3.75749,13.45854
8,2.93256,6.07799,4.50498
9,3.1143,6.14117,12.12608
10,0.23074,5.172,10.89818
11,1.66329,0.35096,2.29961
12,5.12535,2.46789,6.3987
13,1.00454,6.94633,6.25155
14,1.39774,1.80982,15.71488
15,4.99352,6.23503,10.14765
16,5.70755,0.53299,5.05229
17,0.80819,1.07225,9.95218
18,3.81337,2.25331,1.15265
19,0.45403,2.37305,9.29024
20,6.60894,6.82267,16.84887
21,6.07438,3.84351,13.7525
22,6.52579,6.4476,13.34951
23,3.91375,2.89303,15.23264
24,0.00615,2.5,3.39124
25,6.5,5.56515,15.29971
26,0.22845,4.54464,7.59627
27,4.80315,6.5,18.49003
28,3.69549,2.58941,15.58303
29,5.40323,3.91702,19.45419
30,4.88548,3.59368,4.69841
31,4.40206,6.14849,8.33549
32,0.90922,1.31721,0.00253
33,4.91375,6.10594,19.90319
34,3.6381,5.67892,1.75092
35,3.3263,4.54802,17.4002
