avg_Rgx2,avg_Rgy2,avg_Rgz2,SEx,SEy,SEz,avg_Rg2/3
0.0,0.0,33.25000000000001,0.0,0.0,0.0,11.083333333333336
1.2033099590527776,1.2628785367361113,1.305405340566667,0.15268515398364,0.1461852927142885,0.20504460631335075,1.2571979454518518
1.0508743724361111,1.188638602913889,1.4205699556694442,0.13440317614783565,0.15395523841567657,0.22304335742475123,1.2200276436731483
0.9504473610555555,1.2573642315499995,1.0775512367000002,0.11431009974152528,0.15246616628385232,0.1178391653335427,1.0951209431018518
1.226306578716667,1.1485464685777778,0.9779718470416667,0.14533466032063677,0.13154692223038517,0.1191329356815387,1.1176082981120372
1.3464547661555555,1.3077388531999996,1.1975028955194444,0.18365602402457293,0.17220863394807398,0.1606417594676899,1.2838988382916665
1.2119534856944443,1.3604638533944442,1.3052325346805553,0.1601826453990669,0.16047082059973872,0.2859453587181193,1.2925499579231479
1.33475224195,1.1005931754944445,1.1351156960222222,0.191072554803734,0.10823897855267879,0.168113729724194,1.1901537044888888
1.109814770827778,1.3260770704388887,1.4152724137499997,0.12409853705530717,0.14754696624312172,0.18260616202004332,1.2837214183388888
1.2143660076527778,1.321346912636111,0.9634289393277776,0.1340722429282839,0.1697717653792272,0.160504404026925,1.1663806198722222
1.012948673530555,1.1711900351777773,1.1823018748333334,0.1275919409855554,0.1080502707011704,0.16270448120565198,1.1221468611805552
1.3752435242472218,1.1725722986249996,1.3390356278277782,0.16113184264145475,0.1439831082446157,0.2801145319100932,1.2956171502333331
1.260638085927778,1.0631386993972223,0.8634604710361111,0.20937459435885294,0.12931638572603907,0.11694055472438296,1.0624124187870372
1.0034183851944443,1.439144990752778,1.1972359843500002,0.1425009318868507,0.1958662695796237,0.1158173074941438,1.2132664534324076
1.2558091388944443,1.3304876629888887,1.0060614011194446,0.18492479782050364,0.14483656451519875,0.17532684558589326,1.1974527343342591
1.0825586037194441,1.2035411788805555,1.1510590062972224,0.1267977016341155,0.13051075371755663,0.11374674315227407,1.145719596299074
1.348863380116667,1.375388016375,0.9317203697555555,0.179667243459166,0.14692044521282094,0.15337235961133105,1.2186572554157407
1.168895060233333,1.372088345116667,1.1096627157916665,0.16487466257779207,0.14581596082810253,0.16322799737097776,1.2168820403805556
1.555921365491667,1.1228992944055556,1.0200594397777776,0.18612448902964715,0.17516200797132764,0.16799495556789598,1.2329600332250001
1.1782777865638887,1.3898283644833334,1.0106236778666664,0.1355395999832105,0.16058719633554638,0.16004254372107352,1.1929099429712962
1.0291816506805556,1.2127477270750004,1.3356738683361113,0.1132621368250394,0.15899564554431497,0.17280991444867197,1.192534415363889
1.3100299814888885,1.1865430875277778,1.5138930037083334,0.13378927170256216,0.15237153444430987,0.19024069142387548,1.3368220242416664
1.2448803546583336,1.2790591391166666,1.036471144091667,0.16391071886574476,0.14195773744578902,0.1441698645013603,1.1868035459555557
0.9979245040944446,1.6492738082083334,1.3537103364833332,0.12657957494897776,0.19643265119107675,0.1747994120662687,1.333636216262037
1.013014057413889,1.4341293846194445,1.091784935063889,0.11492601139192982,0.18101768461759948,0.14907907192745187,1.1796427923657409
1.2702264171083335,1.2297764385638887,0.9232827470638885,0.17549624410621034,0.14825047338874564,0.12781666439905717,1.141095200912037
1.05507593175,1.579731966033333,1.2047584359083328,0.11790398836184796,0.1948953130173492,0.14789196955264886,1.2798554445638886
1.2110665239027782,0.93564717645,1.3178782764194443,0.15040343815739535,0.11729271870677821,0.1715058965446755,1.1548639922574075
1.0194623784888892,1.2961416794472218,0.9968824731888889,0.1326654066389407,0.14671545303172737,0.1288612918828603,1.1041621770416665
1.460377006677778,1.0927847440277776,1.1530873403722224,0.17005442457738817,0.15835912282820122,0.1760078798848206,1.2354163636925926
1.378860506263889,1.2395254079861113,1.0563874547444445,0.1956191091388648,0.16913409546342262,0.1263960155764761,1.2249244563314816
0.8888605796694447,1.2577323680944448,1.147448962027778,0.10045740633878612,0.1462958178499775,0.15292506499949549,1.098013969930556
1.3358061975805553,0.9953702533444443,1.014691830511111,0.15919891463091548,0.10965495462516738,0.10889557452449927,1.1152894271453702
1.1257176927555554,1.3724341302888892,1.5839504747750008,0.1645695848052546,0.17680031227146917,0.3042089364377018,1.3607007659398151
1.2092903376555553,1.1483412935916668,1.239150252075,0.1425735552986281,0.14850915950494117,0.28379221966748963,1.1989272944407408
1.1303524916305554,1.0252505930972224,1.8408636402055558,0.17332007641523214,0.14944487134756063,0.26651428947757044,1.3321555749777778
1.0273524193499999,1.269367270186111,1.2817472180305554,0.13970803116004174,0.15076377415204675,0.20131130824450202,1.192822302522222
1.268350957786111,1.0314792107944446,0.9966802695833334,0.13847491016876076,0.12062918235402764,0.1532614563334924,1.0988368127212964
1.2302882303666667,1.3656174479055556,1.1878781909777776,0.16779612701863733,0.16653808642395282,0.16469184364383574,1.26126128975
1.2800256048555556,1.1025867814277779,1.340846673005555,0.1289616079647566,0.14982228147649254,0.2344015372512733,1.2411530197629628
1.467886125002778,1.225919663441667,0.9750849540416665,0.1679860120186383,0.17676157273949786,0.11632371667277545,1.2229635808287038
