c,x,y,z
0,2.91142,6.1678,16.65072
1,1.76742,1.43835,14.69938
2,3.72766,2.09437,3.19698
3,6.86938,5.38474,13.74487
4,4.45113,3.10154,4.74732
5,4.39801,6.22961,11.69849
6,2.08371,6.96153,5.59934
7,7.16343,2.33161,6.59356
8,4.6884,3.61557,19.45073
9,4.5,5.39689,6.20623
10,3.18989,1.1585,18.16569
11,5.39518,1.55418,18.29963
12,4.02981,3.15418,19.72282
13,3.44987,5.64123,19.62252
14,4.92694,2.98043,11.40602
15,1.09156,5.22491,5.12916
16,6.04065,4.53961,10.05561
17,0.3027,7.06271,10.2455
18,5.02072,4.86357,10.5
19,0.25038,3.07389,2.60028
20,2.6884,4.65617,5.31303
21,7.39844,4.56749,9.31034
22,1.01574,6.63916,7.3439
23,1.44456,5.0,6.25393
24,3.40174,4.59826,18.85081
25,1.70251,0.90136,15.42803
26,4.92781,0.91608,0.33668
27,3.05687,3.14581,4.02067
28,6.61001,2.47578,13.75214
29,3.3286,2.78917,6.41853
30,7.14617,0.07618,5.23457
31,5.74282,3.48562,18.34856
32,6.20404,2.22186,15.29963
33,3.96235,6.93394,4.14293
34,1.14824,5.79627,3.94651
35,3.4332,2.23342,10.71677
