Re,Rx2,Ry2,Rz2
7.158910531638177,0.0,42.25,9.0
4.847679857416329,2.25,12.25,9
3.0,9,0,0
5.024937810560445,20.25,1,4
3.5,9.0,1.0,2.25
4.123105625617661,4,4,9
3.605551275463989,0.0,9,4
5.385164807134504,25,4,0
5.873670062235365,12.25,6.25,16
3.0,4.0,1,4
5.024937810560445,4,1.0,20.25
3.0,4,1,4
2.23606797749979,0.0,1,4
6.103277807866851,20.25,1,16
2.23606797749979,1.0,0,4
3.905124837953327,6.25,0,9
2.692582403567252,6.25,0,1
6.224949798994366,12.25,20.25,6.25
4.5,2.25,9,9
7.842193570679061,30.25,30.25,1
3.6742346141747673,1,6.25,6.25
2.23606797749979,4,1,0
3.0,0,0,9
3.9370039370059056,12.25,2.25,1
7.433034373659253,4,42.25,9
2.692582403567252,6.25,0,1
4.123105625617661,9,4,4
3.9370039370059056,12.25,2.25,1
4.716990566028302,9,1.0,12.25
3.3166247903554,1,9,1
3.3166247903554,9,1,1
2.692582403567252,6.25,0,1
4.123105625617661,0.0,1,16
4.5,4,4,12.25
5.024937810560445,20.25,1,4
7.158910531638177,9,42.25,0
