Re,Rx2,Ry2,Rz2
5.852349955359813,4,0.0,30.25
1.7320508075688772,1,1,1
3.0,1.0,4,4
3.2015621187164243,2.25,4,4
3.5,1,2.25,9
1.7320508075688772,1,1.0,1
6.34428877022476,9,30.25,1
5.0,9.0,0.0,16
2.23606797749979,1,0,4.0
6.18465843842649,30.25,4,4
3.3166247903554,9,1,1
2.9154759474226504,2.25,6.25,0
4.6097722286464435,20.25,1.0,0
8.5,16,56.25,0
3.5,2.25,9,1
6.34428877022476,30.25,1,9
3.774917217635375,1,12.25,1
2.5,0.0,2.25,4
3.3541019662496847,1,6.25,4
1.0,0.0,1,0
2.23606797749979,0.0,4,1
3.3541019662496847,1.0,6.25,4
7.035623639735144,42.25,1.0,6.25
4.387482193696061,6.25,4,9
2.23606797749979,0.0,1,4
3.0,4,1.0,4
1.0,0,0,1
6.103277807866851,16,20.25,1
5.787918451395113,12.25,12.25,9
6.34428877022476,9.0,30.25,1
5.196152422706632,1.0,1,25
3.3166247903554,9,1,1
8.74642784226795,20.25,56.25,0
3.3541019662496847,4,6.25,1
3.905124837953327,6.25,9.0,0
3.3166247903554,1,1,9
