Re,Rx2,Ry2,Rz2
5.5,30.25,0.0,0
5.678908345800274,1,30.25,1
2.23606797749979,1,0,4
1.7320508075688772,1,1,1
2.23606797749979,1.0,4,0
3.0,4,4.0,1
2.692582403567252,0.0,6.25,1
6.59545297913646,1,30.25,12.25
3.9370039370059056,12.25,1,2.25
5.024937810560445,1.0,20.25,4
1.0,1,0,0
3.3541019662496847,1,6.25,4
4.123105625617661,4,4.0,9
2.23606797749979,0,1.0,4
5.049752469181039,12.25,12.25,1
1.7320508075688772,1.0,1,1
4.387482193696061,9,4.0,6.25
4.358898943540674,9,1.0,9
3.0,4,1,4
6.363961030678928,6.25,30.25,4
5.024937810560445,4,1,20.25
2.23606797749979,1,0,4
1.7320508075688772,1,1.0,1
3.0,1,4,4
6.363961030678928,4,6.25,30.25
5.678908345800274,12.25,4,16
2.23606797749979,4.0,0.0,1
5.361902647381804,2.25,20.25,6.25
2.23606797749979,0,1.0,4
3.774917217635375,1,12.25,1.0
3.0,0,0,9
5.766281297335398,4,20.25,9
9.233092656309694,4,72.25,9
3.0,1,4,4.0
4.5,9,2.25,9
1.5,2.25,0.0,0
