c,x,y,z
0,6.05705,6.11404,1.24908
1,4.04393,4.29718,18.69841
2,0.3296,4.82777,9.88799
3,3.0,0.75749,12.86382
4,3.5,6.31646,11.36185
5,3.30624,2.23664,14.95669
6,5.18563,6.37368,5.71543
7,4.07547,3.86458,12.49715
8,3.46054,1.22879,0.84887
9,2.77037,2.53111,7.65075
10,1.94639,4.45545,4.83136
11,6.98567,4.81072,4.30871
12,2.37005,6.75749,3.35272
13,0.5,0.8123,7.67734
14,6.31953,0.60051,12.16901
15,4.07149,6.04186,9.41139
16,3.49916,4.85863,2.40677
17,2.02473,3.21201,7.94806
18,4.5,2.40999,0.19164
19,5.7292,1.18792,7.70343
20,0.82824,6.59677,17.64447
21,1.78496,4.20374,12.07107
22,0.62864,5.32307,13.18406
23,1.09427,3.98054,17.83456
24,6.92453,3.12978,0.7757
25,4.91162,0.23129,13.1775
26,2.02358,4.83692,7.09977
27,2.17202,0.55761,19.99747
28,0.37508,2.66359,13.54125
29,6.0929,3.0,16.70139
30,4.18523,4.27172,5.75221
31,6.41237,5.40835,8.60234
32,5.89303,0.4652,18.2554
33,5.4652,4.68155,1.0
34,4.1627,1.21201,3.74592
35,3.30614,6.86561,16.7976
