Re,Rx2,Ry2,Rz2
2.23606797749979,0,1,4
3.5,9,2.25,1
4.358898943540674,1,9,9
2.692582403567252,1.0,6.25,0
6.103277807866851,20.25,1,16
3.0,9,0,0
5.852349955359813,30.25,4,0
6.87386354243376,42.25,4,1
4.031128874149275,12.25,4,0
6.87386354243376,42.25,1,4
1.7320508075688772,1,1,1
8.139410298049853,1,56.25,9
5.744562646538029,4.0,4,25
4.358898943540674,1,9,9
3.774917217635375,12.25,1.0,1
3.0,1.0,4,4
4.123105625617661,9,4,4
5.5901699437494745,0,6.25,25
4.123105625617661,1,16,0
5.787918451395113,9,12.25,12.25
2.23606797749979,0,1,4
4.123105625617661,16,1,0
5.766281297335398,20.25,9,4
6.34428877022476,9,30.25,1
5.916079783099616,25,9.0,1
7.088723439378913,16,30.25,4.0
3.5355339059327378,6.25,2.25,4
4.387482193696061,4,6.25,9
4.123105625617661,16,0,1
2.23606797749979,1,0,4
3.9370039370059056,2.25,1,12.25
5.024937810560445,1,20.25,4
1.7320508075688772,1.0,1.0,1
3.3166247903554,9,1.0,1
6.4031242374328485,25,16,0
3.774917217635375,12.25,1,1
