Re,Rx2,Ry2,Rz2
3.0,1,4,4
2.23606797749979,1.0,4.0,0.0
2.5,4,2.25,0
4.358898943540674,1.0,9,9
2.692582403567252,6.25,0,1
4.123105625617661,16,1,0
5.678908345800274,16,4,12.25
4.6097722286464435,1,0.0,20.25
5.0,9,16,0
3.605551275463989,9,4,0
3.2015621187164243,4,2.25,4
7.035623639735144,9,20.25,20.25
4.358898943540674,1,9,9
6.5383484153110105,2.25,20.25,20.25
3.2015621187164243,2.25,4,4
5.852349955359813,4,30.25,0
4.123105625617661,9.0,4,4
6.18465843842649,4,30.25,4
1.0,0.0,1,0
5.024937810560445,20.25,1,4
5.196152422706632,9,9,9
3.3541019662496847,1,6.25,4
4.716990566028302,9,12.25,1
3.605551275463989,9.0,0.0,4
2.9154759474226504,0,2.25,6.25
6.708203932499369,4,16,25
2.0615528128088303,1,2.25,1
9.069178573608527,25.0,56.25,1
3.605551275463989,4,0,9
2.5,2.25,4,0
4.123105625617661,9,4,4
5.024937810560445,1,20.25,4
1.7320508075688772,1,1,1.0
3.3541019662496847,6.25,1,4.0
3.605551275463989,9.0,0,4
7.158910531638177,9,42.25,0
