c,x,y,z
0,1.7408,4.31529,8.75218
1,6.7604,6.53969,0.71727
2,6.25869,0.57205,9.3428
3,4.37337,5.97723,18.84784
4,6.57103,4.33641,14.94753
5,2.09832,5.4809,15.3578
6,6.0626,4.48667,6.13532
7,2.0,4.53648,0.79707
8,3.15762,5.70634,7.02023
9,4.1393,0.77356,11.26197
10,1.71201,6.68279,3.63591
11,3.45983,5.0454,1.70446
12,3.19145,6.0,10.55233
13,1.65259,0.02099,14.34849
14,0.39965,1.4652,11.34925
15,2.21036,2.27617,5.6008
16,1.19145,1.08551,2.91952
17,5.22122,4.26927,9.43229
18,5.60697,3.11725,4.22162
19,6.24374,2.51662,1.14765
20,2.66821,4.69869,4.5978
21,1.00272,4.67293,11.65383
22,1.91208,0.95679,18.55003
23,3.32838,3.5,15.81685
24,3.042,0.95881,15.29982
25,0.84351,3.22966,13.5
26,5.00454,0.83833,6.14765
27,4.5,1.61214,3.39766
28,0.16941,1.28849,7.3006
29,3.89303,3.11783,18.50519
30,4.81337,3.39303,10.28637
31,4.91989,1.45017,12.59776
32,0.22925,1.72206,16.85412
33,6.72206,4.90969,18.0078
34,6.5742,1.25982,2.18855
35,4.83192,0.20566,15.66461
