Re,Rx2,Ry2,Rz2
5.744562646538029,4,25,4
5.196152422706632,9,9,9
5.0,0,0,25
1.7320508075688772,1,1.0,1
4.716990566028302,4.0,2.25,16
4.6097722286464435,0,20.25,1
3.5,0,12.25,0
4.58257569495584,4,1,16
8.52936105461599,30.25,12.25,30.25
4.716990566028302,12.25,9,1
3.0,4,4,1
5.766281297335398,9,20.25,4
3.605551275463989,9.0,4.0,0.0
1.0,0,1,0
4.123105625617661,0,16,1
5.916079783099616,25,1.0,9
5.678908345800274,1,30.25,1
4.58257569495584,1,4,16
3.0,4,4.0,1
5.766281297335398,4,20.25,9
4.58257569495584,4,1.0,16
2.23606797749979,1,4,0
3.605551275463989,4,9,0
6.363961030678928,6.25,30.25,4
4.123105625617661,0.0,1,16
5.1478150704935,2.25,20.25,4
5.385164807134504,4.0,9.0,16
5.70087712549569,20.25,0,12.25
5.024937810560445,20.25,1,4.0
5.0,16,0,9
3.3166247903554,1,9,1
7.3824115301167,12.25,0,42.25
5.678908345800274,1,30.25,1
3.605551275463989,9.0,4,0
5.1478150704935,20.25,2.25,4
4.716990566028302,1,12.25,9
