Re,Rx2,Ry2,Rz2
5.916079783099616,1.0,9,25
5.678908345800274,1,30.25,1
3.605551275463989,9,0,4
7.433034373659253,9,42.25,4
6.87386354243376,16.0,6.25,25
7.5,56.25,0,0
4.58257569495584,1,16.0,4
3.3541019662496847,1,6.25,4
5.315072906367325,2.25,1,25
4.716990566028302,4,16.0,2.25
2.23606797749979,4,1,0
5.678908345800274,16,12.25,4
6.041522986797286,20.25,12.25,4
3.3166247903554,1,9,1.0
3.0,4,1.0,4
6.041522986797286,30.25,6.25,0
1.7320508075688772,1,1,1
4.123105625617661,4,4,9
2.692582403567252,6.25,1,0
8.0156097709407,4,4.0,56.25
6.103277807866851,20.25,16,1
3.3541019662496847,1,6.25,4
2.692582403567252,1,0,6.25
3.5355339059327378,2.25,6.25,4
7.88986691902975,30.25,16,16
6.87386354243376,4,42.25,1
4.387482193696061,6.25,9,4
3.605551275463989,0,9,4
4.123105625617661,1.0,16,0
1.0,1,0.0,0
5.024937810560445,20.25,4,1
3.0,1,4,4
3.0,4,1,4
1.5,0,2.25,0
5.5901699437494745,16,6.25,9
8.616843969807043,56.25,9,9
