Re,Rx2,Ry2,Rz2
5.315072906367325,12.25,16,0
2.23606797749979,1,4.0,0
3.0,4,1,4
7.794228634059948,12.25,42.25,6.25
2.23606797749979,4,0,1
1.5,0,2.25,0
2.23606797749979,4,1,0.0
5.1478150704935,4.0,20.25,2.25
5.744562646538029,16,16,1
4.716990566028302,12.25,1,9
2.692582403567252,0,1,6.25
5.315072906367325,16,12.25,0
2.23606797749979,0,4,1
5.315072906367325,0,16,12.25
3.0,4,4.0,1
2.23606797749979,0.0,4,1
6.4031242374328485,1,4,36
8.631338250816034,72.25,2.25,0
3.0,4,1.0,4
3.774917217635375,12.25,1.0,1
4.123105625617661,16,0,1.0
4.301162633521313,0,12.25,6.25
2.5,0.0,2.25,4
3.774917217635375,1,12.25,1
4.358898943540674,9.0,9,1
3.0,4.0,4.0,1
3.774917217635375,12.25,1.0,1
3.3166247903554,1,9,1
4.5,4,12.25,4
2.23606797749979,1,4,0
10.124228365658293,42.25,56.25,4
6.34428877022476,30.25,9,1
2.692582403567252,1.0,6.25,0
4.387482193696061,6.25,4.0,9
6.103277807866851,20.25,1.0,16
5.787918451395113,12.25,12.25,9
