c,x,y,z
0,5.7347,0.67162,3.3992
1,0.98916,4.41375,2.20139
2,2.5147,6.57605,6.5872
3,4.93402,3.73675,15.49481
4,2.39856,6.15473,12.94959
5,1.53208,2.18345,12.45613
6,6.20465,1.29823,18.15216
7,6.55488,3.44566,6.9458
8,3.60035,2.5,6.29657
9,6.34241,1.87022,14.59731
10,6.94639,5.64697,12.79283
11,3.33179,6.28778,16.86813
12,2.68365,3.03055,0.5
13,3.76652,3.6764,10.20391
14,2.30781,0.34009,15.89719
15,1.89303,2.64468,9.0623
16,5.11186,5.10138,5.26471
17,6.94739,3.68169,18.85462
18,4.32166,6.79329,2.08304
19,4.96525,6.32267,12.25029
20,5.20685,2.61783,12.01773
21,5.0742,5.52954,3.01569
22,0.77878,6.29718,9.54769
23,3.86441,5.13318,7.75218
24,7.0,0.84351,8.5
25,2.43937,2.65183,3.46285
26,1.51881,0.33641,0.37069
27,5.0,6.84351,15.1103
28,6.5945,2.84527,5.42471
29,3.08533,3.79626,16.37935
30,2.72879,3.40059,0.84887
31,4.18538,3.82581,11.37592
32,3.63309,5.49895,18.20088
33,0.30614,5.82777,18.05194
34,6.3271,2.5,0.13667
35,3.31274,3.27193,8.95085
