Rg,Rgx2,Rgy2,Rgz2
1.999004161101222,1.0953021889000003,1.3532112036,1.5475042436
1.915756752043432,2.1510557369,0.5288875625000001,0.9901806336
1.6183586721428598,0.7949589764000001,0.9841243024,0.8400015129000001
2.6337031048696433,3.961113555600001,0.5135868121000001,2.4616916768999997
2.2092903273675915,2.1714823025000003,1.0819780624999997,1.6275033855999996
2.5109114807575352,2.0434180608999997,3.013752974399999,1.2475054289
2.8083720383702726,1.6484690769000008,3.6900314721000007,2.5484529569
2.3471257383020623,2.748192822500001,2.3733055625,0.38750084640000004
2.517706508193519,1.5091181329000005,2.3011263524,2.528601576100001
1.5742382235862524,1.4628527568999996,0.4878709476,0.5275022800999998
1.9778360327893716,2.0991204644000003,1.1652142840999997,0.6475006241000001
1.6434762789891433,0.9507518563999998,1.2027621316000006,0.5475002915999999
2.217856672555736,0.8478694084,3.1234889999999993,0.9475298116000002
2.6010362738339503,2.5332214095999994,2.7044577481000003,1.5277105401
1.9945633411100288,0.8081018001000004,2.1101753616000005,1.06000576
1.9862508460413555,2.7400485809000004,0.8151437584,0.39000008409999987
2.065822225894571,1.8125694761000002,1.7275029928999994,0.7275489999999998
1.831211378896494,1.3956920600999998,1.0100701224999997,0.9475729315999999
2.0949107697703973,0.32750017639999995,2.771150916899999,1.2900000399999993
3.060655605748546,0.4519070688999999,3.8377240000000006,5.0779816681
2.1244403116350434,1.6857437135999997,0.7,2.1275029241000003
2.080892140068774,1.0101075369,2.4600043681000003,0.8600001936000001
2.2466677335111216,0.3600079524000002,3.8,0.8875079524000002
1.7539049552641102,1.5385037056000004,0.4101787569,1.1275001295999998
1.4860354502164475,1.0906516996,0.5901473796,0.5275022800999998
1.8733421774998822,2.0217245584000003,0.6476716100000002,0.8400147455999999
2.0204353787735947,2.8666797928999994,0.6279674243999999,0.5875119024999998
2.233088576501165,2.0048517156,0.6542158024999998,2.3276170723999994
2.389373621244698,0.9500010001000001,1.5963100649000006,3.162795236899999
2.2978576169989298,1.2294744164000013,2.4400012899999997,1.6106739215999997
2.0471708970430385,1.3,1.6433533280999995,1.2475553535999995
2.826596469289523,0.9944903401000003,0.5953582399999999,6.399799020099998
2.377961692605665,0.7324350625000001,1.6926718561,3.2295948928999985
1.5892924300769826,0.7476129969000002,0.8881848689,0.8900525625000002
2.1449908267869118,1.1509333025,0.24004858089999997,3.2100037635999996
1.8094504532315878,1.2927657080999997,0.8905267024999999,1.090818532099999
