Re,Rx2,Ry2,Rz2
3.3541019662496847,6.25,1,4
5.049752469181039,1,12.25,12.25
3.605551275463989,9,0.0,4
3.9370039370059056,1.0,2.25,12.25
4.58257569495584,4,1.0,16
3.905124837953327,6.25,0,9
2.23606797749979,4,0,1
4.123105625617661,1,0,16
6.103277807866851,20.25,1.0,16
4.6097722286464435,0,20.25,1
4.358898943540674,9,1,9
3.3541019662496847,4,6.25,1
3.0,4.0,1.0,4
1.7320508075688772,1,1,1
5.024937810560445,1,20.25,4
2.23606797749979,1,0,4
4.387482193696061,9.0,6.25,4
4.847679857416329,2.25,12.25,9
4.58257569495584,4,1,16
1.7320508075688772,1,1,1
4.5,4.0,4,12.25
4.031128874149275,0.0,12.25,4.0
1.7320508075688772,1,1,1
8.0156097709407,56.25,4.0,4
4.8218253804964775,6.25,16,1
3.605551275463989,4,9,0
6.103277807866851,16,20.25,1
9.604686356149273,56.25,0,36
2.598076211353316,2.25,2.25,2.25
5.1478150704935,20.25,4,2.25
4.6097722286464435,0.0,20.25,1
5.5901699437494745,9.0,6.25,16
1.7320508075688772,1,1,1
7.0178344238090995,25,20.25,4
7.3824115301167,6.25,12.25,36
8.0156097709407,56.25,4.0,4
