c,x,y,z
0,4.30339,5.36108,9.24912
1,4.06858,3.74057,13.64601
2,5.5,2.7086,5.86453
3,5.6952,1.46661,10.08736
4,1.35842,0.07888,8.99535
5,3.0,5.50301,12.74
6,5.55418,0.68726,10.5
7,4.92394,3.57048,3.03035
8,2.57976,5.38067,1.36448
9,5.31644,5.10601,10.23958
10,2.27929,3.70163,13.6486
11,3.84437,1.17403,11.94701
12,4.88566,6.84608,19.47369
13,4.21038,2.45821,6.60028
14,5.94689,4.48011,8.86313
15,3.76781,5.96682,6.14008
16,1.78584,1.19131,17.34928
17,2.85403,2.51967,11.09015
18,2.62023,1.24378,16.85223
19,1.60199,3.40961,16.74367
20,5.22258,5.51033,9.25116
21,2.07306,5.60199,15.64884
22,2.91667,4.67661,13.24912
23,6.01579,4.98661,8.80586
24,0.7384,3.8415,6.28651
25,6.47842,1.1955,14.87111
26,5.85588,0.82003,13.02607
27,0.55042,3.1585,19.89642
28,2.49773,5.89399,1.99439
29,4.85783,3.3116,3.75702
30,2.05687,4.07741,15.79679
31,0.23763,3.28113,2.27777
32,3.40174,6.11434,8.3514
33,1.50193,4.98182,5.3507
34,1.06596,0.21729,13.7497
35,5.82385,5.87201,8.24764
