Re,Rx2,Ry2,Rz2
7.632168761236874,1,56.25,1
4.123105625617661,4,4,9
3.0,4,4,1
4.743416490252569,2.25,20.25,0
2.23606797749979,1,0,4
1.5,0,2.25,0
5.049752469181039,12.25,12.25,1
1.0,0.0,0,1
5.852349955359813,0,4,30.25
2.23606797749979,0,4,1
3.0,9,0,0.0
3.0,4,1,4
5.024937810560445,1,4,20.25
5.852349955359813,0,4.0,30.25
4.58257569495584,1,16,4
3.3166247903554,1,1,9
4.387482193696061,6.25,9,4
6.442049363362563,20.25,20.25,1
6.4031242374328485,1,36,4
5.678908345800274,1.0,30.25,1
8.54400374531753,0,9.0,64
3.5,2.25,1,9
5.024937810560445,20.25,1.0,4
5.0,16,0,9
3.0,4,4,1.0
6.708203932499369,4,25.0,16
4.847679857416329,9,2.25,12.25
4.58257569495584,4,16,1
4.8218253804964775,6.25,16,1
3.605551275463989,0,4,9
4.716990566028302,12.25,1.0,9
7.648529270389178,12.25,42.25,4
5.315072906367325,2.25,25,1
6.87386354243376,1,42.25,4
5.1478150704935,20.25,2.25,4
2.23606797749979,1,0,4
