c,x,y,z
0,1.55646,2.59641,2.5
1,1.79406,4.02981,15.15
2,6.3885,1.74995,11.45
3,1.90824,2.52127,17.1
4,7.4579,3.07931,8.35
5,3.13994,1.05311,14.2
6,4.09187,4.76709,12.25
7,1.43715,5.38126,16.4
8,6.13418,6.5832,3.65
9,4.95858,5.03107,15.8
10,7.05318,1.42309,15.0
11,2.42506,1.46729,19.3
12,4.68977,3.62441,2.85
13,2.72807,4.85353,4.0
14,4.30703,1.74721,7.45
15,2.39609,3.76193,10.7
16,6.90976,5.21038,11.2
17,0.67093,5.71887,0.85
18,3.01718,5.83708,17.6
19,5.6087,2.92694,18.3
20,0.4095,2.86529,12.75
21,3.94676,6.69562,7.3
22,6.51374,2.71772,2.3
23,4.43637,6.44879,10.95
24,2.52489,0.0876,3.25
25,0.95758,3.53374,6.05
26,2.86116,3.07606,18.6
27,2.79811,3.76193,1.0
28,6.46541,3.28891,15.15
29,4.08755,4.57606,7.5
30,6.1672,7.04871,18.9
31,3.20511,5.32989,3.75
32,3.65196,2.77291,13.05
33,5.11509,3.39399,6.2
34,2.07179,6.31794,16.65
35,4.99029,0.85208,0.8
