c,Rg
0,1.7979241468148763
1,2.260763883580061
2,2.525936066589968
3,1.6148407204736943
4,1.7846607486018176
5,1.7909610810958454
6,2.9313414942138696
7,2.1126589550848003
8,1.5327961903005893
9,2.8987243686145807
10,1.9164003060425554
11,2.4650990177475633
12,2.884799753778414
13,2.146242568979564
14,2.0086550213762444
15,2.6240052478034417
16,2.2663141890302856
17,2.0310619983151676
18,2.4753183615244327
19,2.0314646243535726
20,1.5837323602806126
21,1.855798818218182
22,2.485475670953148
23,1.7339387072500572
24,2.4575810850712534
25,1.8501237985064676
26,2.432063086291143
27,1.4300350947092173
28,1.7379942429421333
29,2.0394912749997243
30,2.5826141396848263
31,1.7113549093627538
32,2.8217488203594594
33,2.026585484009989
34,2.8774534161998178
35,1.658430884058784
