c,x,y,z
0,5.39518,3.60199,2.45
1,0.19646,3.39772,16.45
2,2.33188,1.26146,12.6
3,1.39399,1.3543,15.4
4,3.88436,6.19891,13.45
5,4.99037,6.74935,18.6
6,7.10257,5.5,7.3
7,1.53477,4.94413,13.45
8,3.5,7.10667,2.5
9,4.30691,2.95374,12.05
10,5.98818,2.66292,14.7
11,2.60311,2.84897,19.35
12,5.0,1.44835,9.5
13,4.90184,3.20631,6.35
14,2.29401,4.95741,5.5
15,4.76649,4.9388,8.8
16,3.81684,5.64493,7.7
17,5.52251,6.53178,0.8
18,2.3554,3.8257,8.95
19,6.04895,2.46838,18.4
20,3.56777,6.75594,15.2
21,7.10806,5.65348,3.25
22,6.04815,4.59198,0.7
23,4.3243,0.73854,14.6
24,4.53824,0.96235,7.45
25,0.43767,2.50874,5.45
26,3.49022,3.61036,18.25
27,2.05339,4.28803,2.0
28,2.24347,3.94204,10.95
29,4.25859,0.09473,4.8
30,6.95322,0.26348,18.85
31,0.67393,0.1539,3.4
32,7.14526,0.50553,10.7
33,2.48096,2.46126,3.75
34,4.11413,4.02107,16.2
35,3.59176,1.79749,1.7
