c,Rg
0,5.348042672015622
1,3.48797212182093
2,3.986336262635153
3,3.1392959571375236
4,3.356398806056873
5,3.4672484431606567
6,2.7421375573993365
7,3.6921026813456854
8,2.4572874848906063
9,3.389621127220563
10,2.6318951715636394
11,2.110789397002932
12,3.58447623109709
13,4.014662521831692
14,3.622914888387526
15,3.9653813237190696
16,3.8762188083233897
17,3.7482817984377856
18,3.308628326693707
19,5.046664779931396
20,3.3605070635396674
21,3.0303765015753408
22,2.0000954226236307
23,4.412497542208946
24,3.891235351042134
25,3.211701207179771
26,4.333050284603215
27,2.1576737055681057
28,2.894057339393952
29,4.625608348682365
30,2.1703602975773397
31,1.8438611803766574
32,3.991189942360549
33,2.396102408245524
34,3.938921701747828
35,3.6923212383133728
