c,x,y,z
0,3.68528,5.3801,9.7
1,0.76504,1.40844,10.7
2,0.71268,2.6884,9.65
3,5.82385,1.6884,10.0
4,1.5,2.86747,9.25
5,1.59826,0.63937,13.85
6,6.36063,4.17615,9.85
7,6.7593,0.2407,11.0
8,4.73894,6.3116,10.0
9,5.43251,0.6884,9.8
10,2.39801,1.6884,9.7
11,3.5,2.40521,10.9
12,1.40521,6.5,11.6
13,7.09023,3.63937,9.7
14,3.10601,6.57555,10.35
15,0.57379,4.54833,10.45
16,6.6884,2.36063,10.3
17,6.01444,4.76927,10.65
18,4.89399,2.94061,8.7
19,4.26106,0.6884,9.6
20,0.44125,6.63973,10.0
21,2.54508,4.02107,7.25
22,1.55013,4.59156,5.95
23,4.86747,2.90844,9.85
24,6.0,6.26146,10.35
25,3.59826,0.94689,10.55
26,2.3116,0.09113,12.15
27,1.98075,3.10601,4.95
28,2.5,5.6884,10.1
29,3.35565,4.5,9.55
30,4.05238,2.00044,11.45
31,5.96682,4.84179,6.3
32,4.69392,4.36063,8.85
33,1.10601,5.43496,9.3
34,3.3886,3.5,9.85
35,5.28962,5.59156,9.5
