c,x,y,z
0,4.96053,2.55418,2.7
1,2.59483,0.33375,13.35
2,4.77867,2.92729,15.1
3,1.03722,2.3243,18.15
4,0.2339,1.6757,1.9
5,6.48061,4.8116,16.85
6,4.94939,6.68557,14.55
7,1.90368,0.77389,11.4
8,3.297,4.18503,6.65
9,6.30144,4.17878,6.9
10,5.26052,3.19796,10.6
11,4.78423,3.1381,18.85
12,2.17729,1.44762,7.3
13,0.13848,0.73786,3.2
14,0.20507,1.91142,11.9
15,2.10601,5.0363,10.05
16,1.42123,3.76658,1.8
17,5.75654,5.94873,3.2
18,2.55418,6.19588,17.55
19,7.14526,5.68054,12.2
20,5.2859,1.50467,16.1
21,4.95716,4.89399,11.95
22,3.96421,6.60708,1.25
23,1.55013,4.92781,7.1
24,2.04131,2.09255,0.5
25,4.63538,1.79989,6.2
26,2.03033,4.18614,18.4
27,2.78113,2.71697,1.2
28,6.05852,3.28188,18.2
29,3.21681,6.95322,6.85
30,6.50696,6.80673,18.6
31,3.16884,5.55208,3.5
32,2.31777,1.12192,9.0
33,2.77509,1.88912,4.05
34,1.89399,0.34699,17.55
35,7.42224,2.2069,5.75
