c,Rg
0,2.4814753031412584
1,2.695969714165943
2,1.9017860581306194
3,2.4321809292073646
4,1.9180319864381825
5,2.5454817112876693
6,2.00271096891189
7,2.609557470855931
8,1.9860071935922086
9,2.0169297761945013
10,2.2096386596228803
11,2.480086408756759
12,1.8771882341416912
13,2.623228990423825
14,1.9682929696821052
15,1.7614509848417583
16,2.3094876297785185
17,2.369182884983766
18,2.147953206194213
19,2.4156255221784693
20,2.2722476112651098
21,1.5347870619730932
22,1.9349448515397023
23,2.008344321898016
24,2.3239060329755157
25,2.2411998858200937
26,2.2563931999986173
27,2.509081897188691
28,2.081155209204734
29,2.4101208785038155
30,2.1624762928642705
31,2.380145147674822
32,1.762225176644574
33,2.279927887478023
34,1.9849743365847328
35,2.1850036607978485
