c,x,y,z
0,6.75457,2.64385,2.4
1,1.94413,2.75835,14.25
2,2.47642,4.05891,11.2
3,5.19267,4.70163,16.0
4,4.02072,7.41681,13.05
5,1.88195,4.28113,18.25
6,2.35279,5.38964,11.85
7,0.83396,0.73924,17.5
8,5.06378,0.27664,1.2
9,4.32741,2.5,8.2
10,6.27239,4.55252,18.65
11,3.79749,6.60888,18.95
12,0.29947,1.74044,6.75
13,2.85008,6.67109,6.45
14,1.3913,1.42415,4.95
15,3.72141,1.60601,6.25
16,2.73433,5.64153,8.45
17,0.4608,7.26395,2.3
18,4.88371,1.48868,15.25
19,0.96495,2.14998,18.1
20,0.46456,5.16289,14.95
21,2.4566,5.58404,3.45
22,5.48561,4.8116,1.0
23,5.6336,2.93028,16.45
24,5.29749,7.09022,6.7
25,5.89649,6.25964,8.8
26,6.76663,1.03387,18.95
27,2.46235,3.703,1.25
28,0.55983,4.69337,7.35
29,5.64335,2.99608,11.0
30,5.39801,6.96824,18.15
31,1.30406,3.94185,6.2
32,0.33375,0.25889,13.6
33,4.81684,4.68129,4.7
34,3.452,2.24913,13.05
35,3.37548,2.23189,0.9
