c,Rg
0,2.026079981145858
1,2.0320574568894454
2,2.8850279670221566
3,2.222083678554883
4,1.941890538830652
5,2.307202873979659
6,2.714771477712259
7,1.9279367405597103
8,1.7340165688078069
9,2.092823380029954
10,2.5308311951807454
11,2.941048180377194
12,1.8105801890554312
13,2.7179157895711192
14,2.1107629075999985
15,2.36095724844818
16,2.719744298458956
17,1.9354524718525121
18,1.7544367589913292
19,2.3157077716542736
20,2.5805744321177797
21,1.835553834950095
22,2.3136758885375457
23,2.5747432905437386
24,2.7643734069224437
25,1.9593216745853652
26,1.7824036428373906
27,2.1261258559172833
28,2.039345729811402
29,1.8277529559543872
30,1.792428989639478
31,2.030604407387121
32,2.9125544022043606
33,1.665099211518641
34,2.251259162024666
35,2.1054558584781584
