c,x,y,z
0,5.02057,2.1585,2.95
1,6.79607,4.94689,12.25
2,3.7466,3.98075,15.6
3,6.37906,1.3253,18.5
4,5.91062,0.85448,2.2
5,6.24891,5.41949,15.5
6,3.74859,2.35783,8.7
7,4.61017,1.3704,16.2
8,0.72675,3.41906,7.55
9,2.25327,3.5,4.9
10,2.43942,3.5,14.85
11,4.92135,4.55524,18.2
12,3.32402,1.69377,9.75
13,6.56233,7.15809,5.6
14,1.07181,1.58861,15.6
15,6.00691,4.3503,6.15
16,3.29154,4.17615,1.3
17,0.81436,4.43589,2.45
18,2.61509,6.56233,17.9
19,0.5523,1.40723,12.65
20,6.87327,2.86013,14.6
21,5.49807,2.44792,6.9
22,5.71664,6.76867,1.25
23,7.11343,7.00507,9.6
24,5.15724,2.39518,0.75
25,1.25592,7.02745,7.3
26,2.17128,3.5434,18.8
27,2.89399,6.59796,1.25
28,6.23802,2.5,18.05
29,2.54142,6.47051,6.0
30,5.97855,6.26134,19.25
31,5.39568,5.78866,3.8
32,1.76658,1.96472,8.9
33,1.8415,1.66326,3.15
34,2.88491,0.89399,17.3
35,0.95503,6.79208,14.05
