c,x,y,z
0,3.66141,5.40844,8.0
1,1.01925,1.60199,10.35
2,6.52732,2.91142,8.5
3,5.86747,0.80916,9.85
4,1.86747,2.78962,4.65
5,2.21871,2.86295,16.15
6,6.57809,5.27934,7.55
7,0.4168,0.47236,8.8
8,4.72897,6.70735,2.35
9,5.7633,0.88281,10.35
10,2.1585,0.70771,12.25
11,5.26324,2.94447,19.5
12,1.84932,6.89167,8.55
13,0.89399,3.29979,8.25
14,2.94689,6.49142,7.1
15,1.06612,4.66141,9.1
16,6.1585,4.0,7.55
17,4.89399,5.08302,7.85
18,4.63529,2.63851,9.35
19,3.41163,2.40521,12.95
20,0.0876,7.30121,9.05
21,2.53203,3.59198,4.5
22,1.9994,5.34414,0.85
23,5.6884,3.0,9.7
24,0.10964,6.09674,8.5
25,3.49139,0.31261,10.9
26,3.09925,1.45492,14.65
27,3.42519,2.79406,0.8
28,1.89399,4.92694,10.75
29,2.96323,4.10525,9.25
30,5.28113,1.78962,11.9
31,0.2407,5.93525,2.65
32,4.40174,4.48222,9.75
33,2.39042,6.19588,5.05
34,3.8415,3.35565,10.7
35,5.3503,6.37287,5.9
