c,x,y,z
0,5.96714,1.42009,2.4
1,2.58094,3.66166,15.05
2,6.96153,2.15996,10.55
3,4.19978,5.69824,14.4
4,3.26351,5.62004,11.35
5,1.77742,5.32938,18.85
6,2.58947,5.15418,10.5
7,0.71046,2.5703,16.25
8,4.77742,6.96153,2.25
9,3.13253,4.19878,6.85
10,6.41817,3.98075,17.9
11,3.73948,0.06694,19.2
12,6.16889,2.23342,6.85
13,3.00715,3.765,6.7
14,0.60195,1.66839,3.4
15,2.38443,4.16789,3.9
16,3.40517,7.10538,9.3
17,6.31027,6.93668,1.55
18,3.75174,1.25355,11.65
19,6.50889,1.50466,18.25
20,5.70589,6.9124,16.15
21,0.95271,5.66449,5.4
22,0.9896,4.89625,0.8
23,4.91968,1.22442,14.7
24,7.15809,0.36004,6.6
25,5.39801,0.38736,9.4
26,2.87973,2.66166,18.45
27,2.08858,3.5,1.65
28,5.27006,4.81739,6.45
29,2.89325,1.20544,8.2
30,5.37707,1.2938,18.95
31,0.67393,3.6505,6.85
32,0.97746,0.2522,14.65
33,4.29359,5.24091,4.55
34,7.45815,3.47053,12.1
35,3.33032,2.37691,1.15
