c,Rg
0,2.6809910196977533
1,1.7034906122429907
2,2.046774050182384
3,2.3637256790287657
4,2.0471262952001763
5,1.8791054494093729
6,1.4714062974583195
7,2.0808985285448207
8,2.2543963423054074
9,2.703576089922383
10,1.715475003169676
11,2.0472045718247114
12,2.1562515238255484
13,2.246138225577402
14,2.5811151612045524
15,2.039689581406935
16,1.9986304379999822
17,2.0802227655950696
18,2.124368745957255
19,2.2521042322237217
20,1.85907298482335
21,2.9642967074839186
22,2.460208126907153
23,3.1110285257451435
24,2.866634078793455
25,2.2151963997126756
26,2.1397785999724364
27,2.4412572746435393
28,2.5269162406775574
29,2.6007785176942693
30,2.4755513375811855
31,2.3407947510194056
32,2.140127351467664
33,2.500621124800796
34,1.5668788402426015
35,1.6702606581010042
