c,Rg
0,2.0476993693899503
1,1.9613182249191485
2,1.8970269909782518
3,2.023556370798698
4,1.737665213584021
5,1.4409638716498063
6,2.34585690392658
7,2.3463109468269545
8,1.8351358472876063
9,2.422963331975951
10,2.3323595697276183
11,2.0806328735507376
12,2.6298755055135214
13,2.0578623118420727
14,2.278701145938186
15,2.0653942742730744
16,2.0408386241444965
17,2.3340225454138186
18,2.1134260115982295
19,2.540958481144467
20,2.3147812306349818
21,1.6090836776252502
22,2.1430204460293885
23,2.322640273137448
24,2.103825075546919
25,2.383398466413033
26,2.4145619134327454
27,1.5095120146921654
28,2.2926611362781024
29,2.230573376712813
30,1.9885735233327433
31,2.4799763922465066
32,1.9789858752906753
33,2.3696361850925554
34,2.3510886322935596
35,2.18686332506172
