c,x,y,z
0,0.04872,2.70557,2.85
1,3.38565,2.64816,17.35
2,1.46487,6.28206,13.2
3,4.12841,0.45555,13.85
4,1.41957,3.48146,11.15
5,1.01791,5.12585,17.75
6,1.38491,3.63933,10.65
7,6.99448,3.96652,16.4
8,4.8444,0.63056,1.7
9,5.30642,4.60601,10.4
10,2.56731,2.01952,15.5
11,4.091,0.169,19.3
12,4.93287,1.03348,11.4
13,5.07878,2.87792,8.6
14,1.58885,1.86178,3.05
15,2.56027,5.10601,7.15
16,1.48129,7.30547,8.45
17,6.20539,6.12072,1.1
18,0.8056,1.01651,12.55
19,1.29271,3.9806,17.7
20,5.45039,7.45227,17.35
21,1.00106,4.0848,5.05
22,1.58015,5.09577,0.9
23,5.7871,4.11355,14.7
24,4.37284,6.08392,6.3
25,6.43812,6.86152,8.45
26,1.91606,2.35854,19.25
27,4.12435,3.24346,1.6
28,3.76658,1.68667,8.8
29,3.09826,2.09232,5.2
30,5.57026,6.9586,18.5
31,5.53726,1.51676,7.3
32,2.578,5.28962,14.45
33,4.48244,4.3116,3.85
34,4.5,4.63656,13.5
35,2.34587,1.62043,1.0
