c,x,y,z
0,6.90461,1.67062,10.4
1,5.93338,0.13038,15.75
2,3.09099,5.89508,8.2
3,5.71887,4.35559,17.2
4,3.75654,5.39323,11.4
5,3.9522,3.69161,6.7
6,0.26556,4.15418,0.9
7,5.18047,6.4108,4.85
8,5.70736,0.9893,8.75
9,5.80831,2.77761,2.65
10,2.5656,5.24163,1.4
11,4.82174,0.60527,3.6
12,4.94413,5.20348,18.95
13,4.1884,2.44354,11.85
14,5.33834,1.15415,1.2
15,2.43337,4.0694,14.3
16,5.9552,5.40337,13.25
17,7.3884,0.89994,6.85
18,0.92694,5.71866,11.8
19,1.17941,3.5,16.25
20,5.05061,1.70994,17.45
21,1.01396,4.42962,18.5
22,3.49091,0.4757,17.7
23,3.19642,0.06158,18.8
24,1.11805,6.5653,18.5
25,2.86335,2.53796,14.25
26,1.37909,0.44904,1.9
27,3.48053,4.71038,2.35
28,3.49854,2.25005,8.1
29,2.15418,0.79976,15.65
30,1.63787,6.37279,4.75
31,1.2546,2.73559,5.85
32,0.04669,4.34411,11.85
33,2.36646,2.06864,1.75
34,3.1486,0.36027,10.95
35,3.82122,4.44409,17.65
