c,x,y,z
0,5.22258,3.18186,9.55
1,1.72504,1.5,14.0
2,1.48063,7.22549,14.05
3,6.89874,5.04626,17.8
4,5.25947,5.38785,11.95
5,2.98182,7.00543,8.2
6,1.07579,7.13665,10.35
7,4.39399,4.90813,2.55
8,0.08823,2.36696,10.7
9,5.57517,5.36696,2.4
10,1.24937,3.57852,1.15
11,5.0,1.1884,3.8
12,2.33001,2.88491,19.35
13,3.6884,2.35847,11.1
14,2.77742,7.25,1.45
15,4.5656,4.84216,17.1
16,4.10048,6.247,5.85
17,1.50147,7.05985,4.05
18,4.43589,4.96235,10.4
19,2.23807,1.75654,8.75
20,1.03397,7.29121,16.7
21,4.94122,4.08461,18.45
22,2.30152,0.10164,18.65
23,4.57148,2.95536,15.1
24,0.8645,6.72198,18.55
25,2.83279,2.47053,14.75
26,5.42941,2.5,4.65
27,3.27547,4.47973,4.9
28,4.60993,3.59595,7.15
29,4.27445,0.23553,14.05
30,5.96714,3.87565,7.45
31,6.21843,7.17303,0.75
32,2.17523,4.43308,11.05
33,5.05165,3.0612,1.05
34,7.14672,0.19007,12.6
35,1.05844,2.96456,17.55
