c,x,y,z
0,4.78113,2.55418,6.45
1,0.20393,6.52279,10.65
2,3.63935,5.261,14.95
3,6.35288,5.16884,18.2
4,1.24815,3.15111,7.45
5,5.02243,1.41973,10.4
6,2.70583,4.45953,10.15
7,3.2023,6.18917,1.85
8,0.6115,6.0107,8.4
9,7.19246,3.63264,9.4
10,0.87405,3.74245,1.0
11,7.36984,3.52027,6.75
12,5.13253,2.1932,14.4
13,7.19368,2.61901,15.4
14,4.10244,3.12946,1.2
15,4.66166,4.55279,17.05
16,3.96368,1.62585,4.55
17,6.28208,4.6497,4.25
18,3.28891,7.43178,7.9
19,5.24767,2.88491,13.2
20,2.91596,2.40359,17.35
21,7.35328,2.06568,18.1
22,5.01601,6.68228,19.15
23,2.44582,4.96596,13.5
24,2.49897,0.89399,18.0
25,0.95642,5.28601,16.65
26,2.82368,4.71331,13.2
27,6.63916,5.89508,3.05
28,3.98665,0.79596,4.95
29,0.13407,0.06008,12.5
30,4.24205,2.23189,3.55
31,1.34455,0.48656,1.25
32,3.04464,6.36719,6.15
33,5.34455,1.60463,1.85
34,4.6757,2.53744,10.0
35,3.59096,3.13885,19.05
