c,x,y,z
0,4.15615,1.41596,10.5
1,0.5049,2.4041,13.35
2,1.62682,6.18107,10.7
3,1.56804,5.05587,16.85
4,3.6497,4.17757,16.45
5,2.0,6.54533,6.75
6,6.54395,0.82993,5.4
7,4.32764,7.07776,6.15
8,7.0086,4.9903,13.0
9,5.1884,2.44582,5.75
10,1.68085,3.18438,1.15
11,5.92976,0.09803,2.3
12,0.7854,3.6179,19.4
13,1.29313,4.81684,9.0
14,5.03765,2.08644,1.55
15,4.00279,5.53988,13.9
16,3.433,5.19978,3.3
17,2.23807,2.01183,3.15
18,5.35738,2.82498,7.15
19,3.85162,0.04872,15.0
20,4.16364,3.09651,18.3
21,6.66774,3.89492,19.05
22,4.36009,0.2683,18.8
23,3.87808,5.68792,12.3
24,0.27802,0.85313,17.6
25,0.36084,4.13253,16.1
26,2.47669,1.91597,4.65
27,5.72272,4.79629,3.45
28,4.54833,4.35859,9.3
29,6.09674,4.53961,14.2
30,4.07306,5.51057,6.55
31,6.2813,6.38964,0.75
32,7.07843,7.30996,8.3
33,2.18873,3.54142,1.1
34,5.71184,4.04412,10.85
35,2.39573,1.5,16.9
