c,Rg
0,2.0032522858591726
1,1.9475946495356777
2,2.665085850643465
3,2.3047761609535966
4,1.9432494343495896
5,2.0703689613689633
6,1.6729267594548185
7,2.2735947781651857
8,2.746224714203119
9,2.5208071098955585
10,2.3345513859840397
11,2.3853928142970497
12,2.2005462397550297
13,2.243916333065919
14,1.9316782326515975
15,2.0432191877035617
16,2.094265314352506
17,2.1061805758291476
18,2.8776391958860996
19,1.69565939023732
20,2.18991074685705
21,2.2596118006639987
22,2.821136418626366
23,2.947772899342824
24,1.9898589054000788
25,2.2144445965975303
26,2.5368637285632825
27,2.02078624525208
28,2.0556110818197104
29,2.2114228297862897
30,1.716158734499813
31,2.9280778187063268
32,2.1309327665132947
33,2.165332785716782
34,1.7825561295229946
35,2.2183415406334523
