c,Rg
0,1.9009272853268218
1,2.5485693673117864
2,1.756619952437066
3,2.452749049230271
4,1.7464218261634272
5,2.3432582676478493
6,2.3215697076331776
7,2.634700473905905
8,2.386973617365722
9,1.6263923365535145
10,2.0444247863152123
11,2.3535979984908213
12,2.516655234631872
13,1.8593486177960281
14,1.5589924297763602
15,2.2966345374264487
16,2.064240550032869
17,2.16461088276854
18,2.2616609968781796
19,2.404372322000068
20,1.6663703759068689
21,2.1482894390654157
22,1.841223967392343
23,1.8787342581642565
24,2.1368453189924628
25,1.9750859997731742
26,2.2971681255406624
27,2.744360027857132
28,2.094599144705258
29,1.6811664342652097
30,1.8410055644945778
31,2.2634109259257364
32,1.9744803028898519
33,2.158670917323898
34,2.773742374482533
35,1.7809340899932262
