c,x,y,z
0,7.25,1.28165,8.4
1,6.81,7.25,15.7
2,2.02607,4.05061,15.9
3,5.92282,4.84889,18.3
4,2.9626,5.29242,12.8
5,4.0216,0.56188,8.45
6,2.14767,5.15231,10.9
7,3.18316,5.90268,2.3
8,0.16774,0.66893,12.0
9,6.22004,6.36798,1.75
10,7.01912,2.30339,0.75
11,5.02981,4.32098,5.6
12,3.28359,2.49171,19.5
13,2.26477,6.7754,11.65
14,2.9388,5.22878,1.2
15,3.62682,4.42945,18.3
16,3.11805,7.46786,4.45
17,3.70617,0.12488,5.5
18,5.37318,4.5,8.0
19,4.45167,2.12585,10.25
20,1.43147,1.38433,15.7
21,1.95147,4.21753,18.55
22,2.77256,0.48742,18.7
23,3.9784,3.88728,13.6
24,1.23639,6.41647,17.3
25,1.7391,2.60106,12.3
26,7.20115,3.14597,6.85
27,0.93369,5.65775,6.65
28,2.79725,3.34047,9.45
29,4.80492,0.67243,15.5
30,2.34272,5.33375,7.3
31,6.07936,6.50561,0.8
32,1.96878,3.21667,12.1
33,2.25527,4.37548,1.85
34,5.92394,2.13255,12.2
35,6.06531,2.35565,17.4
