c,Rg
0,1.760970082937243
1,2.3544569487251192
2,2.6832527595625426
3,2.422655975783603
4,2.075966270270305
5,1.6957989366962114
6,1.7622742060474017
7,2.5656735771527908
8,2.281319576604733
9,1.5358972274211578
10,2.329225328150971
11,2.7021506011508687
12,2.1323335985253338
13,2.0407162596745287
14,1.74541514952747
15,1.929159064592653
16,2.1813360821524044
17,2.30491733981937
18,2.3182533315623637
19,1.7230265985178523
20,1.6365229958970942
21,2.027688737577836
22,2.2962790431913978
23,2.274866009460777
24,2.230588316879652
25,2.1757386923295727
26,2.0180593846564574
27,2.2974989030030026
28,2.6337336611168567
29,1.829486622006294
30,2.280178772026439
31,2.143544980283829
32,2.3573419657317434
33,2.0516690057609193
34,1.728252865092374
35,2.2606337575998463
