c,x,y,z
0,3.37032,2.18169,5.5
1,1.94418,4.70204,15.55
2,6.17347,4.14385,15.4
3,6.26121,4.48615,18.45
4,1.74013,5.86747,9.25
5,0.93513,4.50072,12.45
6,3.12424,4.83116,11.4
7,5.86974,6.82214,1.45
8,1.29545,1.25245,9.5
9,4.04835,4.74732,6.25
10,6.76472,3.6895,1.25
11,1.18962,2.35615,2.05
12,2.35045,0.86346,14.75
13,5.60553,4.94093,14.25
14,3.55958,0.31877,1.05
15,2.94413,2.85615,16.55
16,2.23943,5.97776,5.05
17,4.74859,5.38018,3.1
18,3.98945,7.07391,8.5
19,3.5,0.46069,16.8
20,4.42934,6.49427,13.35
21,0.91293,5.84371,19.1
22,5.63709,6.53178,18.6
23,0.88822,0.30267,11.45
24,3.48793,1.13273,19.1
25,7.49568,7.13842,14.65
26,4.45858,2.92271,11.55
27,1.13273,6.21322,4.5
28,5.90844,3.63656,10.6
29,0.77662,2.69755,6.0
30,3.95058,2.97556,3.15
31,2.25327,7.46345,1.75
32,5.05939,1.74932,6.6
33,4.08115,1.57259,4.2
34,1.96915,2.62979,9.35
35,3.36149,4.05061,18.9
