c,Rg
0,1.943063746380957
1,1.7124835765635826
2,2.3948426914935346
3,2.0454569133814573
4,2.766007631298222
5,1.8345358253247608
6,2.108483285444777
7,2.360290822758924
8,2.9064799246683264
9,2.3229784506103366
10,1.770969527264656
11,1.8617867215392851
12,2.461252732288986
13,2.5180768083797607
14,1.9504009147864962
15,1.9299171264331532
16,2.6329129841489256
17,2.2704523961757044
18,1.4884069713623354
19,2.27501011237313
20,2.6798131296416923
21,1.985435458986265
22,2.3047121750882473
23,2.059092119940242
24,2.740052279245781
25,2.201639601206337
26,2.4495637496093057
27,1.9845945627759842
28,2.557678905453145
29,2.6455068155837362
30,2.1683190634452303
31,2.4604316657245326
32,2.8079294110251416
33,2.643918115846253
34,2.565979369772875
35,2.093737165596484
