c,Rg
0,2.41194972957564
1,2.30940911927705
2,2.5635894574794924
3,2.0755430030958166
4,2.621916943955319
5,1.9708436989523042
6,1.6321811553868646
7,2.696210458031791
8,2.0844417672364943
9,2.38143849068163
10,1.8585957727542588
11,2.089724459348648
12,1.9890406230140198
13,2.9190243822551394
14,1.6337188843249624
15,2.395476703873365
16,2.1361794577469375
17,3.182269525370219
18,2.5340046996799352
19,2.027873869080619
20,3.877794078003627
21,1.637046310432298
22,2.559002729893034
23,2.2638843031612725
24,1.608805571006018
25,1.9273787567834195
26,2.549026804272564
27,2.5494718888820875
28,1.651267950273365
29,2.001725448431927
30,2.0359666976647732
31,2.0453456602980338
32,2.1156641986147044
33,1.5571969715164489
34,1.9146098831093503
35,1.5314426623285637
