c,Rg
0,2.328371495981688
1,2.5388815603725985
2,1.8263823665651178
3,2.2574058835087674
4,2.1635151420315966
5,2.387899172934234
6,2.435672675402013
7,2.077806553122788
8,1.6579422360263343
9,2.2930106894212248
10,2.0888829838935448
11,2.341861674224163
12,2.2271458860389006
13,2.1519605789372633
14,2.1286743728903206
15,2.120204717898722
16,1.9475322354713416
17,2.281975089807073
18,2.422367131753566
19,2.6076106139529345
20,1.9938010269081516
21,2.569960566176065
22,2.0704174796402777
23,2.2063907172121624
24,2.5103042811977994
25,2.3245141134654355
26,2.1349676190518676
27,2.3167698365612415
28,2.3019876204923433
29,2.608358978438359
30,2.3920310239835936
31,2.4999142502293954
32,1.8156685811292768
33,2.805330874246388
34,2.2687584669153305
35,2.0595667071498314
