c,x,y,z
0,3.95374,2.17518,12.95
1,6.48687,5.86095,14.95
2,2.6497,5.17395,10.25
3,3.23362,0.39454,16.1
4,1.39801,0.87623,14.05
5,3.53812,0.05383,9.65
6,2.47378,3.47944,4.1
7,4.23734,2.66839,5.75
8,3.83385,3.75214,12.45
9,2.76263,6.18391,4.5
10,2.52617,5.4528,0.8
11,0.09148,1.91142,4.1
12,4.86772,4.40718,18.45
13,2.6657,4.25484,4.45
14,6.78896,1.85615,0.9
15,6.3279,4.49761,11.3
16,3.71887,0.67171,11.8
17,4.26662,2.72807,8.9
18,7.47255,2.7203,14.8
19,4.65027,1.34804,15.35
20,4.22239,3.03947,18.4
21,0.92131,5.24741,19.2
22,4.76878,0.49655,18.25
23,1.49814,0.81887,17.5
24,1.28165,1.33703,18.75
25,6.52478,3.97712,16.25
26,5.11485,6.30142,2.4
27,2.9882,0.73823,3.5
28,4.84513,6.20404,7.05
29,2.71792,4.17615,14.05
30,2.48429,2.82258,8.5
31,0.52419,4.81768,3.05
32,1.51552,4.58628,11.45
33,1.82228,3.0254,1.05
34,3.28293,5.22278,7.65
35,4.31122,4.86747,17.4
