c,x,y,z
0,6.29502,2.80039,5.3
1,1.38964,5.05311,13.85
2,6.16426,4.50649,16.4
3,3.36547,5.58875,18.5
4,1.07658,2.18025,9.45
5,6.66879,7.39791,9.05
6,3.04142,2.8658,11.05
7,4.87199,6.95964,1.7
8,3.03293,0.02035,10.4
9,1.00129,2.38804,7.05
10,1.70542,4.13253,1.3
11,1.75129,3.5,3.25
12,6.1524,2.97314,17.4
13,5.63471,4.96405,12.9
14,4.05061,2.68036,1.0
15,5.0,0.05053,18.1
16,1.89399,0.22665,6.5
17,7.07776,0.40326,5.35
18,4.15414,4.62682,8.8
19,2.44042,3.0468,14.5
20,3.03433,1.27193,16.35
21,0.03302,5.98374,17.9
22,1.50232,0.37096,18.7
23,5.02475,3.06858,13.3
24,1.88491,1.53796,17.7
25,1.33385,6.99383,15.6
26,2.10289,1.55418,12.25
27,0.05068,5.44354,3.05
28,3.44106,3.33587,6.9
29,5.10438,4.66896,12.45
30,3.32938,3.53229,2.95
31,0.58564,1.36356,1.3
32,5.5673,5.34455,4.0
33,5.66166,1.79446,1.9
34,5.86747,0.57582,11.65
35,3.5,3.0,18.5
