c,x,y,z
0,0.30782,3.19178,6.9
1,0.69858,0.44595,15.0
2,1.29412,4.44987,8.15
3,6.25039,5.0,16.5
4,5.24165,4.63304,9.5
5,2.22491,1.92159,3.65
6,6.02816,4.69337,0.8
7,5.80108,0.91567,12.8
8,7.1552,7.23153,4.45
9,3.97383,2.28358,7.15
10,2.26193,1.93933,1.7
11,2.30849,3.11272,7.65
12,4.97757,6.13478,18.75
13,1.74473,2.57213,12.45
14,5.69159,1.44108,1.85
15,3.76209,3.89197,12.45
16,7.2845,3.69337,13.7
17,5.37318,0.30416,7.65
18,1.74241,2.13344,14.1
19,3.24346,2.95781,17.35
20,5.07606,2.33834,15.65
21,7.07776,4.27561,18.1
22,3.1883,0.14805,17.1
23,3.04306,5.31345,18.0
24,1.34455,6.57897,19.05
25,0.44067,2.07865,17.15
26,0.48342,3.52197,1.6
27,4.76927,4.25131,5.7
28,4.24346,4.76059,9.35
29,2.61036,7.06145,14.75
30,3.50098,4.65196,3.25
31,2.55418,6.5832,4.85
32,4.19727,2.25005,10.5
33,2.17373,3.7164,1.0
34,2.67355,6.67282,10.8
35,4.1753,4.77253,17.45
