c,Rg
0,2.6583844628834257
1,1.4370514958413982
2,2.4746749216210198
3,2.2022340664425295
4,2.543507432444419
5,2.801104859193958
6,2.4315882168656766
7,2.6376230757445236
8,2.6503569584869133
9,2.8701039538142163
10,1.8672679446988854
11,2.150326757518494
12,1.986308440197544
13,2.512768530247066
14,2.2603402623720172
15,2.424333780835469
16,1.9867671837938132
17,1.884768751120413
18,1.954043615685177
19,2.1462488244376514
20,2.0548239520211946
21,2.505623017933863
22,2.561712065006526
23,2.6671995198897287
24,2.143379730635708
25,2.01076723948845
26,1.7141319448922245
27,2.511522684349078
28,2.5128705857047238
29,2.2186743037228336
30,1.9637150578686307
31,1.9717525410659418
32,2.2893654126198375
33,2.117625001552447
34,2.3724400673778883
35,1.5
