c,x,y,z
0,3.0,5.81886,10.1
1,0.34814,1.10601,10.4
2,0.5,2.74827,10.0
3,6.01818,1.80022,10.9
4,1.84932,2.54508,10.45
5,1.59156,1.63937,10.15
6,6.83407,3.89399,7.75
7,6.37287,0.78962,10.55
8,4.36063,6.61141,11.1
9,5.78962,6.47784,11.85
10,3.11805,1.13464,3.4
11,2.76658,2.74721,10.7
12,6.74229,6.14552,15.3
13,0.85835,4.62115,8.45
14,3.5,0.00617,8.55
15,0.00617,5.73854,8.6
16,6.40844,2.10601,10.7
17,5.36063,4.45335,7.2
18,4.89399,3.26106,9.4
19,4.70251,1.5,10.7
20,0.449,7.37381,10.15
21,1.26146,3.64435,14.2
22,2.74859,6.62137,13.6
23,5.10601,2.6884,10.7
24,6.45492,4.41163,12.8
25,3.96235,1.40174,9.0
26,1.78962,0.37847,9.3
27,2.36063,4.24165,10.55
28,0.4057,6.69463,13.3
29,3.20631,4.78962,9.55
30,2.5,1.64435,8.45
31,5.27075,5.63937,10.3
32,4.36837,4.5,9.75
33,1.40844,5.05311,9.95
34,3.54833,3.40174,10.45
35,3.94689,5.63937,10.0
