Rgx,Rgy,Rgz,diff
0.0,0.0,33.25000000000001,0.0
0.5508215078499998,0.30571597126388883,18.65916666666667,0.245105536586111
0.39836245802500003,0.2914672107277777,18.585208333333334,0.10689524729722233
0.4839932996888888,0.4500901072777777,17.740208333333335,0.033903192411111116
0.4500399841777778,0.35368243535277766,18.21548611111111,0.09635754882500014
0.5333283617222222,0.4686270195,17.068125000000002,0.06470134222222218
0.49277777623333335,0.4438291421333334,16.28402777777778,0.048948634099999944
0.8774553147861113,0.5491806115583332,14.891180555555556,0.3282747032277781
0.8434186842388889,0.7313024163444443,13.063541666666671,0.11211626789444462
0.9697364288722226,0.6771916964083334,11.30638888888889,0.2925447324638891
1.1363501466472217,0.7073778832694445,10.62597222222222,0.42897226337777716
1.1566180076611114,1.138880923925,8.877708333333338,0.017737083736111492
1.4741155990194443,1.277054533911111,5.258541666666668,0.19706106510833332
1.8070890286583337,1.26470496905,2.756736111111111,0.5423840596083336
1.6337169312472222,1.8499136904805549,2.0149999999999997,0.2161967592333327
1.5688373977861112,1.7336679193027782,1.5842361111111112,0.164830521516667
1.877814055988888,1.686398582652778,1.1578472222222222,0.19141547333610998
1.728913860875,2.046705451169445,1.2117361111111113,0.31779159029444504
1.5683275704166668,1.850735790069444,1.6522916666666667,0.2824082196527773
1.5786599833916664,1.6933304131166667,1.5802777777777781,0.1146704297250003
1.738027296211111,1.8578066509194449,1.3475694444444442,0.1197793547083339
1.5312186305805553,2.025255692408334,1.2655555555555555,0.4940370618277785
1.6152190253777774,2.042065135405556,1.2774305555555556,0.4268461100277787
1.8922392925583331,1.7675911623694447,1.5990972222222224,0.12464813018888843
1.8534406345666667,1.8475016668222222,1.513888888888889,0.005938967744444579
1.4818242297194444,1.7359484346333334,1.765208333333333,0.254124204913889
1.7510874152277778,1.4772279089250004,1.6402083333333333,0.27385950630277733
1.5407070711722217,1.747177114638889,1.4488888888888891,0.2064700434666673
1.6850321859166673,1.6975095548194448,1.1527083333333337,0.012477368902777508
1.952359299880556,1.4017024524722226,1.4336111111111114,0.5506568474083333
1.9008570213361113,1.7658554124666668,1.1885416666666666,0.13500160886944457
1.7463628113861114,1.6359542261472222,1.5382638888888893,0.11040858523888919
1.4967103827361108,1.6721848081388888,1.4097222222222223,0.17547442540277802
1.917097670613889,1.8020841963250003,1.4601388888888895,0.11501347428888864
1.6885951472249998,1.5748288598250002,1.5756249999999998,0.11376628739999961
1.5331011659222227,1.9881723734833336,1.583263888888889,0.45507120756111097
1.6384238183416666,2.077118806683333,1.1919444444444447,0.4386949883416664
1.6221712749027783,1.8269848095999999,1.5761111111111115,0.20481353469722152
1.7881727725027774,1.7417960091027778,1.2579861111111112,0.04637676339999963
1.486701678261112,1.6375874691805554,1.6722916666666667,0.15088579091944343
1.7309884414472219,1.6521944450083332,1.3845833333333335,0.07879399643888862
