Re,Rx2,Ry2,Rz2
3.0,0,9.0,0
3.0,4,4.0,1
3.0,4,4,1
3.1622776601683795,9.0,0,1
6.4031242374328485,16.0,9,16
3.3166247903554,9,1,1
2.23606797749979,4,1,0
7.0,36.0,9.0,4
6.4031242374328485,16.0,25.0,0
3.0,0.0,0,9
3.605551275463989,0,9,4
3.0,1.0,4.0,4
2.23606797749979,0,1,4
2.23606797749979,1,4,0
3.3166247903554,1,1.0,9
3.0,4,4,1
4.123105625617661,9,4.0,4
1.0,0.0,0.0,1
1.0,0.0,0,1
4.123105625617661,9,4.0,4
5.385164807134504,4.0,25.0,0
5.196152422706632,25.0,1,1
5.916079783099616,25.0,1.0,9
7.54983443527075,16.0,25.0,16
5.744562646538029,1,16.0,16
4.58257569495584,16,1,4
1.0,1,0,0
4.58257569495584,16.0,1,4
3.0,4.0,4,1
5.196152422706632,1,1,25
4.123105625617661,9,4.0,4
5.744562646538029,4,25.0,4
4.123105625617661,4,9,4
3.3166247903554,9.0,1.0,1
3.0,4.0,1.0,4
4.123105625617661,4.0,9.0,4
