Rg,Rgx2,Rgy2,Rgz2
1.8236730436402246,0.85944549,1.7563378801000002,0.71
1.239128629682972,0.16013456,0.42780520089999996,0.9475000000000001
1.4227180285987804,0.8904875264,0.8861390625000002,0.24750000000000005
1.4317575286688735,0.1601345600000001,1.1997950609000005,0.69
1.5895868048018014,0.22757224999999992,0.6892139600000002,1.6099999999999999
2.5931402112882367,1.8069372224999996,4.1899389329000005,0.7275000000000001
1.344047896244773,0.5285208024999998,0.7504439449000004,0.5275
2.01235815979661,1.7413839089,1.868201454399999,0.43999999999999984
1.871027950967061,1.3402550409,1.6704905523999998,0.48999999999999994
1.8883538929448578,2.4983507224999997,0.4275297025000001,0.6399999999999999
1.7497719583134257,0.22757225,2.3066296561000006,0.5275000000000001
1.5354163169642296,0.22757224999999992,1.3824310164,0.7474999999999998
1.7827744957789813,0.21010774439999996,2.708177158400001,0.25999999999999995
1.6206170864519478,1.5258309184,0.5105688224999999,0.59
1.9186181476521063,0.6629521523999994,1.2906434441,1.7275000000000003
2.069553409820583,0.9220869936000003,0.7509643225000001,2.6100000000000003
1.3267390948110334,0.5102005056000001,0.2400361201,1.01
1.4564025938592666,0.9115015625000001,0.7821069529000002,0.42749999999999994
2.6600874172477864,1.6438909449,4.2821741225,1.15
2.290024724255177,0.5416491721000001,4.1025640656,0.6
1.806170793834293,0.39000396010000016,1.1822489764000004,1.69
2.0595362129615493,1.3888070921000002,1.7128823203999997,1.14
2.1009499848639903,2.0345085363999997,1.3519823025000002,1.0275
1.5787766676765909,1.22116084,0.8613749264000001,0.41000000000000003
1.2657423957899172,0.3875427716,0.7670610408999996,0.4474999999999999
1.771530335275126,0.48777489640000005,1.4905448324000004,1.1599999999999997
1.4145477033313514,1.4834180609000005,0.1900271441,0.32750000000000024
2.4674747124945373,3.0831811843999986,1.7652502723999999,1.24
1.7947381136254952,2.2301532801000006,0.6434316164000004,0.34750000000000003
1.620207486218972,0.3100000484000001,0.22757224999999992,2.0875
1.0837090407484842,0.7369252681,0.3475000169000001,0.08999999999999997
1.7514614700015527,1.3923377224999998,1.1877795584000004,0.4875
2.159972968904935,0.7904235363999997,3.4275596900000003,0.4475000000000001
1.5544597493984846,0.43880899239999993,0.4900361200999998,1.4875
2.065666020439897,0.38754277160000006,3.1894333364000005,0.6899999999999997
2.105484362729868,0.7400361201000001,2.1330282815999997,1.56
