c,x,y,z
0,4.2206,2.5,7.45
1,2.84238,0.09078,10.3
2,1.12144,2.60226,10.4
3,1.05776,6.59165,8.45
4,6.12695,2.38716,8.65
5,4.55488,3.25252,1.6
6,6.91029,4.23546,13.2
7,2.82777,3.44362,12.75
8,2.1877,3.73675,17.3
9,0.59677,3.15604,11.15
10,1.4476,2.00747,3.55
11,5.35532,0.26691,4.4
12,4.61893,3.97875,16.5
13,5.72576,4.21036,14.25
14,6.71201,4.0,3.0
15,4.01757,1.94315,16.05
16,5.5,2.66989,2.9
17,0.86886,0.5742,18.75
18,0.69881,4.9656,8.1
19,4.15466,5.88353,5.9
20,0.9546,5.09414,14.2
21,1.90573,5.05361,5.45
22,4.28053,6.17223,17.6
23,5.5524,5.62483,8.15
24,3.34741,3.89921,19.0
25,3.07001,1.26325,1.1
26,3.41024,3.97258,3.95
27,5.86241,0.82048,15.4
28,0.05705,4.39303,17.25
29,1.21598,1.04875,14.1
30,6.7641,6.61065,2.15
31,4.97512,1.13231,16.15
32,3.55488,0.01712,14.3
33,3.88217,0.78615,6.05
34,2.39296,4.96881,2.55
35,5.97875,6.64687,11.2
