c,x,y,z
0,2.88217,0.93665,12.1
1,2.09427,2.98288,9.65
2,1.01433,1.91059,16.35
3,0.82229,4.771,3.8
4,0.15086,5.69386,15.2
5,2.06708,5.73991,2.5
6,3.93801,3.90586,12.05
7,4.23223,6.79626,9.45
8,4.2592,6.28799,17.2
9,0.01433,4.72297,8.05
10,4.72438,3.5,7.25
11,2.27485,4.78833,0.95
12,6.65627,6.42072,18.4
13,0.87609,2.02488,14.5
14,1.28373,0.90969,2.25
15,4.10594,1.38629,9.15
16,3.79444,3.1058,5.2
17,1.30372,2.46634,18.65
18,4.45272,1.13523,3.35
19,1.28296,2.19972,6.85
20,6.67162,3.52232,7.05
21,3.30338,5.71201,15.15
22,5.29294,4.61214,16.65
23,1.90449,6.94639,6.35
24,4.78972,0.70282,15.55
25,0.20267,1.75917,0.8
26,5.38786,0.20671,6.2
27,4.30961,1.70282,18.15
28,1.41296,3.37981,12.15
29,5.79504,6.94252,12.5
30,4.23074,5.52958,4.15
31,5.18963,3.09551,17.5
32,1.76926,4.72927,8.0
33,6.07933,5.21532,11.1
34,6.2708,2.87022,2.45
35,5.23218,3.02277,15.0
