x,y,z
3,2,11
4,2,11
4,2,10
3,2,10
4,2,10
4,3,10
3,3,10
3,4,10
3,5,10
3,6,10
3,0,10
3,1,10
3,1,9
3,1,10
3,2,10
3,3,10
3,4,10
3,3,10
3,3,9
3,2,9
3,4,10
3,3,10
3,3,11
3,3,10
3,3,11
2,3,11
2,3,10
2,2,10
3,2,10
3,2,9
3,2,10
3,3,10
3,3,9
3,3,10
3,3,9
3,2,9
2,2,9
3,2,9
3,1,9
3,1,10
2,0,10
2,1,10
2,1,9
2,1,10
3,1,10
4,1,10
4,1,9
4,1,10
4,0,10
3,0,10
3,1,10
2,1,10
3,1,10
3,0,10
3,1,10
3,2,10
2,2,10
2,1,10
2,0,10
3,0,10
2,2,10
3,2,10
3,2,9
2,2,9
2,2,10
1,2,10
1,2,9
2,2,9
2,2,10
2,2,11
2,2,10
3,2,10
3,2,9
3,2,10
3,2,9
3,1,9
4,1,9
4,1,10
4,2,10
4,3,10
4,2,11
3,2,11
3,3,11
3,2,11
3,1,11
4,1,11
3,1,11
3,1,10
3,1,9
3,2,9
3,1,9
3,1,10
3,1,9
3,1,10
3,0,10
3,1,10
3,1,9
3,2,9
3,1,9
3,1,8
4,1,9
4,2,9
4,2,10
3,2,10
3,1,10
3,1,9
3,1,10
4,1,10
4,1,11
4,1,10
3,1,10
3,1,9
3,0,9
3,1,9
2,1,9
2,1,10
3,1,10
3,2,10
2,2,10
2,2,11
2,1,11
2,1,10
3,1,10
3,2,10
2,2,10
2,3,10
2,3,11
2,3,10
2,3,11
2,3,10
2,2,10
1,2,10
0,2,10
6,2,10
5,2,10
4,2,10
4,1,10
4,2,10
3,2,10
3,2,11
2,2,9
2,2,10
2,1,10
2,1,11
2,2,11
3,2,11
3,2,10
3,3,10
2,3,10
1,3,10
1,2,10
1,3,10
2,3,10
3,3,10
3,2,10
3,2,9
2,2,9
1,2,9
1,2,10
2,2,10
3,2,8
3,2,9
3,1,9
3,2,9
2,2,9
2,1,9
2,2,9
3,2,9
2,2,9
2,3,9
2,2,9
2,2,10
1,2,10
1,2,9
1,2,10
2,2,10
3,2,10
2,2,10
2,1,10
2,2,10
4,1,10
4,0,10
3,0,10
2,0,10
2,1,10
3,1,10
3,1,11
3,1,10
3,1,9
3,2,9
3,1,9
3,1,10
3,2,10
4,2,10
3,2,10
2,2,10
2,2,9
2,3,9
2,2,9
1,2,9
2,2,9
2,2,10
2,2,9
2,3,9
2,3,10
2,2,10
2,3,10
1,3,10
2,3,10
3,3,10
2,3,10
3,3,10
2,3,10
3,3,10
4,3,10
4,2,10
4,3,10
4,2,10
4,1,10
3,1,10
3,0,11
3,0,10
3,1,10
3,2,10
3,2,9
3,2,10
3,3,10
2,3,10
2,3,11
2,3,10
2,3,11
2,3,10
1,3,10
2,3,10
2,3,9
2,3,10
2,2,10
3,2,10
2,2,10
2,1,10
4,2,10
3,2,10
4,2,10
4,1,10
3,1,10
3,0,10
3,1,10
4,1,10
3,1,10
3,1,11
3,2,11
2,2,11
3,2,11
4,2,11
4,2,10
3,2,10
3,2,9
3,2,10
2,2,10
1,2,10
3,2,10
3,2,9
3,2,8
3,2,9
3,2,10
3,3,10
3,4,10
3,5,10
3,4,10
3,3,10
3,2,10
3,1,10
2,1,10
2,2,10
3,2,10
4,2,10
4,1,10
4,1,9
4,1,10
4,0,10
2,1,10
3,1,10
4,1,10
3,1,10
3,1,11
3,1,10
3,0,10
3,1,10
4,1,10
4,1,9
3,1,9
4,1,9
4,1,10
4,2,10
3,2,10
2,2,10
2,1,10
3,1,10
3,2,10
3,1,10
3,3,10
2,3,10
2,3,9
2,2,9
2,2,10
3,2,10
3,1,10
3,1,9
3,2,9
3,3,9
2,3,9
3,3,9
3,2,9
3,2,10
3,1,10
3,1,11
2,1,11
3,1,11
4,1,11
4,2,11
2,3,10
3,3,10
3,3,11
2,3,11
2,3,10
2,3,11
2,2,11
2,2,10
1,2,10
0,2,10
1,2,10
1,2,11
1,2,10
0,2,10
6,2,10
0,2,10
6,2,10
0,2,10
1,2,10
2,2,10
3,2,10
3,1,10
2,1,10
1,1,10
2,1,10
2,2,10
1,2,10
1,3,10
1,2,10
2,2,10
1,2,10
0,2,10
1,2,10
1,2,11
2,2,11
3,2,11
2,2,11
1,2,11
2,2,11
1,2,11
3,3,9
2,3,9
3,3,9
3,2,9
3,2,8
3,2,7
3,2,6
3,2,5
3,2,4
3,2,5
3,2,6
3,2,7
3,2,8
2,2,8
2,2,9
2,1,9
2,2,9
2,2,10
2,2,11
2,2,10
3,2,10
3,2,9
3,2,8
3,2,9
2,2,9
2,2,10
2,1,10
2,1,11
2,2,11
2,1,11
3,1,11
3,2,11
3,2,10
3,2,11
4,2,11
4,1,11
3,1,11
3,2,11
3,2,10
3,3,10
1,2,11
2,2,11
3,2,11
3,3,11
3,2,11
3,2,10
3,3,10
3,2,10
3,2,11
3,1,11
3,1,12
3,1,13
3,1,14
3,1,13
3,1,12
3,1,11
3,0,11
3,1,11
3,2,11
4,2,11
3,3,10
2,3,10
2,3,11
3,3,11
3,3,10
3,3,11
3,3,10
2,3,10
2,3,11
2,2,11
3,2,11
2,2,11
2,2,10
2,2,9
3,2,9
3,2,10
4,2,10
3,2,10
3,2,11
3,1,11
4,2,11
4,2,10
4,3,10
4,2,10
3,2,10
2,2,10
2,2,9
3,2,9
2,2,9
3,2,9
2,2,9
3,2,9
2,2,9
3,2,9
3,2,10
3,1,10
3,1,11
4,1,11
4,2,11
4,2,10
2,1,9
2,2,9
2,2,8
3,2,8
2,2,8
3,2,8
3,2,7
3,2,6
3,2,7
3,2,8
3,2,9
3,2,10
3,2,9
2,2,9
3,2,9
3,2,10
2,2,10
2,3,10
3,3,10
2,3,10
3,0,11
3,0,10
3,1,10
3,1,11
3,0,11
3,0,10
3,6,10
3,5,10
3,6,10
3,0,10
3,0,11
3,0,10
3,1,10
3,1,11
3,1,10
2,1,10
2,1,11
2,2,11
1,2,11
1,2,10
4,1,10
4,1,9
4,1,10
4,2,10
4,3,10
3,3,10
3,2,10
3,1,10
3,0,10
3,6,10
3,0,10
3,0,9
3,1,9
4,1,9
4,1,10
4,1,11
3,1,11
3,1,12
3,1,11
3,2,11
2,3,10
2,3,9
2,2,9
3,2,9
2,2,9
2,1,9
3,1,9
3,2,9
3,1,9
3,2,9
2,2,9
2,1,9
2,2,9
1,2,9
1,2,10
1,3,10
2,3,10
3,3,10
3,3,9
3,3,10
2,2,10
2,2,11
3,2,11
3,3,11
3,2,11
3,3,11
3,3,10
3,2,10
3,1,10
3,2,10
3,2,11
4,2,11
4,2,10
4,2,11
4,1,11
4,1,10
3,1,10
3,2,10
3,2,9
3,2,10
3,3,9
2,3,9
3,3,9
2,3,9
2,2,9
2,2,10
2,1,10
2,2,10
1,2,10
1,3,10
2,3,10
2,3,11
2,2,11
2,2,10
2,3,10
2,3,9
2,3,10
2,2,10
2,1,10
2,1,9
4,1,10
4,2,10
4,1,10
4,2,10
4,2,9
3,2,9
3,2,8
3,2,7
3,2,6
3,2,7
3,2,8
3,2,9
3,2,10
3,2,11
3,1,11
3,2,11
3,3,11
3,3,10
2,3,10
1,3,10
2,2,10
2,3,10
2,2,10
1,2,10
1,2,11
1,2,10
1,2,9
2,2,9
3,2,9
3,2,10
4,2,10
4,1,10
4,1,9
3,1,9
3,1,10
2,1,10
2,1,11
2,1,10
2,2,10
1,2,10
2,1,10
2,2,10
2,1,10
3,1,10
3,0,10
3,6,10
3,5,10
3,6,10
3,0,10
3,6,10
3,0,10
3,0,11
3,1,11
3,2,11
2,2,11
1,2,11
1,2,10
0,2,10
1,2,10
1,3,10
2,2,9
2,2,10
2,3,10
2,3,11
2,2,11
3,2,11
3,1,11
3,2,11
4,2,11
4,2,10
4,2,9
4,1,9
3,1,9
2,1,9
2,2,9
2,2,10
2,1,10
2,2,10
2,2,9
2,1,9
2,3,9
2,3,10
3,3,10
3,2,10
3,3,10
3,3,9
3,2,9
4,2,9
3,2,9
3,2,10
3,2,9
3,1,9
3,2,9
3,2,10
4,2,10
3,2,10
3,1,10
2,1,10
2,2,10
1,2,10
3,2,9
3,1,9
3,1,10
3,1,9
2,1,9
3,1,9
3,1,10
3,1,11
3,0,11
3,1,11
3,1,10
3,0,10
3,0,9
3,1,9
3,2,9
3,2,10
2,2,10
2,1,10
2,1,9
3,1,9
2,2,10
2,2,9
2,2,10
1,2,10
2,2,10
2,2,9
2,2,10
2,2,9
3,2,9
3,3,9
3,2,9
4,2,9
3,2,9
3,1,9
3,2,9
3,1,9
3,2,9
2,2,9
3,2,9
4,2,9
