Re,Rx2,Ry2,Rz2
5.385164807134504,16.0,4,9
7.0,9,4.0,36
5.385164807134504,25,4.0,0
5.196152422706632,1,1.0,25
5.385164807134504,4.0,16.0,9
8.660254037844387,1,49.0,25
8.774964387392123,64.0,4,9
3.605551275463989,9.0,4,0
10.246950765959598,100.0,4.0,1
7.810249675906654,16.0,36,9
6.708203932499369,4.0,25.0,16
6.4031242374328485,16.0,0,25
5.196152422706632,9.0,9,9
6.4031242374328485,16,9.0,16
5.385164807134504,4.0,9.0,16
5.385164807134504,4,25.0,0
5.0,0,9,16
5.196152422706632,1.0,25.0,1
4.123105625617661,4.0,9.0,4
5.196152422706632,9,9,9
5.385164807134504,16,9,4
7.280109889280518,16,36.0,1
4.358898943540674,9,1.0,9
5.385164807134504,9.0,4,16
4.58257569495584,16.0,4.0,1
3.0,4.0,1,4
5.385164807134504,4,25.0,0
6.4031242374328485,16.0,16,9
2.23606797749979,4,1,0
3.0,4,1.0,4
7.280109889280518,1,16,36
7.280109889280518,36.0,1.0,16
4.123105625617661,0,16.0,1
2.23606797749979,0.0,4,1
4.123105625617661,4.0,9.0,4
5.385164807134504,4,16.0,9
